permalink,name,homepage_url,category_code, funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at, founded_month ,founded_quarter,founded_year,first_funding_at,last_funding_at,last_milestone_at
/company/alarm-com,Alarm.com,http://www.alarm.com,security,"136,000,000",operating,USA,VA,Washington DC,Vienna,1,1/1/00, 2000-01 ,2000-Q1,2000,7/24/12,7/24/12,1/1/11
/company/alatest,alaTest,http://alatest.com,hardware,,operating,SWE,,Stockholm,Stockholm,1,1/1/05, 2005-01 ,2005-Q1,2005,12/1/06,12/1/06,
/company/alavita-pharmaceuticals-inc,"Alavita Pharmaceuticals, Inc",,biotech,"600,000",operating,USA,CA,SF Bay,Mountain View,1,1/1/05, 2005-01 ,2005-Q1,2005,9/21/09,9/21/09,
/company/alawarentertainment,Alawar Entertainment,http://alawar.com,games_video,"3,000,000",operating,USA,VA,Washington DC,Alexandria,2,1/1/99, 1999-01 ,1999-Q1,1999,8/1/07,2/6/10,
/company/albatross-security-forces,Albatross Security Forces,http://www.asf.pa,security,"2,000,000",operating,PAN,,Panama City,Panama City,1,1/1/10, 2010-01 ,2010-Q1,2010,1/1/14,1/1/14,
/company/albeo-technologies,Albeo Technologies,http://www.albeotech.com,cleantech,"10,025,000",acquired,USA,CO,Denver,Boulder,5,,,,,2/21/08,3/21/12,
/company/albert-medical-devices,Albert Medical Devices,http://www.albertmedicaldevices.com,medical,"815,631",operating,GBR,,Liverpool,Liverpool,2,,,,,11/20/11,4/20/12,
/company/albion-second-facility,Albion Second Facility,,,"575,000",operating,USA,RI,Woonsocket,Woonsocket,1,,,,,1/6/09,1/6/09,
/company/albiorex,Albiorex,http://albiorex.com,hardware,"2,025,000",operating,USA,FL,Tampa,Palm Harbor,1,,,,,2/9/09,2/9/09,
/company/albireo,Albireo,http://www.albireopharma.com,biotech,"40,000,000",operating,SWE,,Gothenburg,Gothenburg,1,,,,,2/1/08,2/1/08,
/company/alc-holdings,Alc Holdings,,,"32,607,085",operating,USA,MI,Detroit,FARMINGTON HILLS,2,1/1/07, 2007-01 ,2007-Q1,2007,2/9/09,12/7/10,
/company/alcanzar-solar,Alcanzar Solar,http://www.alcanzarsolar.com,cleantech,"40,000",operating,USA,CA,SF Bay,Palo Alto,1,8/1/11, 2011-08 ,2011-Q3,2011,11/23/11,11/23/11,
/company/alces-technology,Alces Technology,http://alcestech.com,hardware,"1,500,000",operating,USA,SD,Rapid City,Rapid City,1,1/1/03, 2003-01 ,2003-Q1,2003,6/5/13,6/5/13,1/1/07
/company/alchemia-oncology,Alchemia Oncology,http://alchemia.com.au,biotech,"1,313,760",operating,AUS,,Eight Mile Plains,EIGHT MILE PLAINS,2,1/1/10, 2010-01 ,2010-Q1,2010,11/11/11,12/23/11,
/company/alchemy-learning,Alchemy Learning,http://alchemylearning.com,education,"277,500",operating,USA,MD,Baltimore,Baltimore,1,1/1/12, 2012-01 ,2012-Q1,2012,9/18/13,9/18/13,
/company/alchemy-pharmatech,Alchemy Pharmatech,http://www.alchemy-healthcare.com,medical,"621,221",operating,GBR,,Cheshire,Cheshire,1,,,,,6/11/12,6/11/12,
/company/alchemy-pharmatech-ltd,Alchemy Pharmatech Ltd.,http://www.alchemypharmatech.com,medical,"81,838",operating,GBR,,Lancashire,Lancashire,1,,,,,8/8/11,8/8/11,
/company/alchemyapi,AlchemyAPI,http://www.alchemyapi.com,enterprise,"3,504,791",operating,USA,CO,Denver,Denver,2,1/1/05, 2005-01 ,2005-Q1,2005,1/8/13,2/15/13,7/1/13
/company/alchip-technologies-inc,Alchip,http://www.alchip.com,manufacturing,"3,000,000",operating,TWN,,Taipei,Taipei,2,,,,,5/1/03,10/1/04,
/company/alcohoot,ALCOHOOT,http://www.alcohoot.com,hardware,"1,350,000",operating,USA,NY,New York,New York,2,11/1/11, 2011-11 ,2011-Q4,2011,8/1/12,8/1/13,
/company/alcresta,Alcresta,http://alcresta.com,biotech,"20,000,000",operating,USA,MA,Boston,Newton,2,1/1/11, 2011-01 ,2011-Q1,2011,4/17/12,7/22/13,
/company/alcyone-lifesciences,Alcyone Lifesciences,http://www.alcyonels.com,biotech,"6,800,004",operating,USA,MA,Boston,Ayer,3,1/1/10, 2010-01 ,2010-Q1,2010,3/28/12,1/15/14,
/company/alcyone-resources,Alcyone Resources,http://www.alcyone.com.au,,"4,900,000",operating,AUS,,South Perth,South Perth,1,,,,,10/7/13,10/7/13,
/company/aldagen,Aldagen,http://www.aldagen.com,biotech,"36,353,283",acquired,USA,NC,Raleigh-Durham,Durham,5,,,,,9/1/07,1/13/12,
/company/aldea-pharmaceuticals,ALDEA Pharmaceuticals,http://www.aldeapharma.com,biotech,"17,997,183",operating,USA,CA,SF Bay,Redwood City,3,1/1/11, 2011-01 ,2011-Q1,2011,5/8/12,11/18/13,1/1/12
/company/aldebaran-robotics,Aldebaran Robotics,http://www.aldebaran-robotics.com,hardware,"20,340,000",operating,FRA,,Paris,Paris,2,1/1/05, 2005-01 ,2005-Q1,2005,1/1/07,6/8/11,
/company/alder-biopharmaceuticals,Alder Biopharmaceuticals,http://www.alderbio.com,biotech,"53,000,000",operating,USA,WA,South Bothell,South Bothell,2,1/1/04, 2004-01 ,2004-Q1,2004,6/20/11,4/19/12,3/19/14
/company/aldera,Aldera,http://www.aldera.com,finance,"14,000,000",operating,USA,,Chicago,Lisle,1,1/1/02, 2002-01 ,2002-Q1,2002,6/5/13,6/5/13,
/company/aldermore-bank-plc,Aldermore Bank plc,http://aldermore.co.uk,,"60,610,058",operating,GBR,,Wilmslow,Wilmslow,1,,,,,1/21/14,1/21/14,1/1/12
/company/aldexa-therapeutics,Aldexa Therapeutics,http://www.neuronsystemsinc.com,biotech,"4,793,666",closed,USA,MA,Boston,Burlington,1,1/1/04, 2004-01 ,2004-Q1,2004,1/3/13,1/3/13,1/1/11
/company/aldis,Aldis,http://www.aldiscorp.com,software,"9,780,000",operating,USA,TN,Oak Ridge,Oak Ridge,2,1/1/06, 2006-01 ,2006-Q1,2006,10/22/07,8/22/10,
/company/alea,Alea,http://www.alea.de,software,"5,820,000",operating,DEU,,Jena,Jena,2,,,,,4/25/06,7/19/06,
/company/alector,Alector,http://alector.com,biotech,,operating,USA,CA,SF Bay,San Francisco,1,1/1/13, 2013-01 ,2013-Q1,2013,10/31/13,10/31/13,
/company/aledia,Aledia,http://www.aledia.com,hardware,"12,828,000",operating,FRA,,Grenoble Cedex,Grenoble Cedex 09,1,1/1/11, 2011-01 ,2011-Q1,2011,4/3/13,4/3/13,
/company/alegro-health,Alegro Health,http://alegrohealth.com,health,"6,171,709",operating,CAN,,Toronto,Toronto,1,1/1/03, 2003-01 ,2003-Q1,2003,6/15/09,6/15/09,
/company/alekto,Alekto,http://www.alekto.co,finance,"50,000",closed,USA,NC,Raleigh-Durham,Durham,1,7/1/12, 2012-07 ,2012-Q3,2012,8/27/12,8/27/12,
/company/alektrona,Alektrona,http://www.alektrona.com,cleantech,"710,000",operating,USA,RI,Providence,Providence,2,1/1/04, 2004-01 ,2004-Q1,2004,7/21/10,2/29/12,
/company/alenty,ALENTY,http://www.alenty.com,advertising,"571,520",operating,FRA,,Paris,Paris,1,1/1/07, 2007-01 ,2007-Q1,2007,10/20/07,10/20/07,
/company/alephcloud-systems,AlephCloud Systems,http://alephcloud.com,enterprise,"9,500,000",operating,USA,CA,SF Bay,Sunnyvale,2,1/1/11, 2011-01 ,2011-Q1,2011,5/4/12,5/22/13,
/company/alephd,AlephD,http://www.alephd.com,advertising,"2,000,000",operating,FRA,,Paris,Paris,1,9/30/12, 2012-09 ,2012-Q3,2012,11/3/13,11/3/13,
/company/alere,Alere,http://www.alere.com,hardware,"400,000,000",ipo,USA,MA,Boston,Waltham,1,1/1/91, 1991-01 ,1991-Q1,1991,9/21/10,9/21/10,8/29/13
/company/alere-analytics,Alere Analytics,http://www.alereanalytics.com/index.html,biotech,"5,000,000",operating,USA,MA,Boston,Lowell,1,1/1/99, 1999-01 ,1999-Q1,1999,10/25/10,10/25/10,11/8/10
/company/alereon,Alereon,http://www.alereon.com,semiconductor,"73,000,000",operating,USA,TX,Austin,Austin,5,4/1/03, 2003-04 ,2003-Q2,2003,10/25/05,6/5/12,5/1/03
/company/alert-logic,Alert Logic,http://www.alertlogic.com,security,"51,311,845",operating,USA,TX,Houston,Houston,8,1/1/02, 2002-01 ,2002-Q1,2002,9/19/05,8/20/13,1/18/12
/company/alertaphone,AlertaPhone,http://www.alertaphone.com,ecommerce,"130,000",operating,ESP,,Barcelona,Barcelona,1,1/1/11, 2011-01 ,2011-Q1,2011,11/30/11,11/30/11,1/1/10
/company/alertenterprise,AlertEnterprise,http://www.alertenterprise.com,security,"27,000,000",operating,USA,CA,SF Bay,Fremont,2,1/1/07, 2007-01 ,2007-Q1,2007,2/11/09,9/8/11,8/6/12
/company/myalert,AlertMe,http://www.alertme.com,cleantech,"36,781,282",operating,GBR,,London,Cambridge,2,4/1/06, 2006-04 ,2006-Q2,2006,6/11/09,10/8/10,5/1/12
/company/alerts,Alerts,http://www.alerts.com,messaging,"1,200,000",operating,USA,WA,Seattle,Bellevue,1,12/1/07, 2007-12 ,2007-Q4,2007,7/8/08,7/8/08,10/11/13
/company/alethia-biotherapeutics,Alethia BioTherapeutics,http://www.alethiabio.com,biotech,"13,900,000",operating,CAN,,Montreal,Montreal,2,1/1/02, 2002-01 ,2002-Q1,2002,9/7/10,11/2/12,1/1/11
/company/alex-and-ani,Alex and Ani,http://www.alexandani.com,ecommerce,,operating,USA,RI,Cranston,Cranston,1,1/1/04, 2004-01 ,2004-Q1,2004,10/22/12,10/22/12,10/1/10
/company/alexandalexa,ALEXANDALEXA,http://www.alexandalexa.com,ecommerce,"2,316,062",operating,GBR,,United Kingdom - Other,,1,9/1/06, 2006-09 ,2006-Q3,2006,12/22/10,12/22/10,2/7/12
/company/alexandre-de-paris,Alexandre de Paris,http://www.alexandredeparis-accessories.com,ecommerce,,operating,FRA,,Arbent,Arbent,1,1/1/57, 1957-01 ,1957-Q1,1957,3/14/13,3/14/13,
/company/alexar-therapeutics,Alexar Therapeutics,http://alexartx.com,biotech,"21,500,000",operating,USA,PA,Philadelphia,MALVERN,1,1/1/13, 2013-01 ,2013-Q1,2013,1/2/14,1/2/14,
/company/alexis-bittar,Alexis Bittar,,fashion,,operating,,,unknown,,1,,,,,1/31/12,1/31/12,
/company/alexza-pharmaceuticals,Alexza Pharmaceuticals,http://www.alexza.com,biotech,"68,730,309",ipo,USA,CA,SF Bay,Mountain View,4,,,,,10/6/09,3/19/14,1/1/08
/company/alfalight,Alfalight,http://www.alfalight.com,other,,operating,USA,WI,Madison,Madison,1,2/2/09, 2009-02 ,2009-Q1,2009,3/3/11,3/3/11,
/company/alfresco,Alfresco,http://www.alfresco.com,enterprise,"19,500,000",operating,GBR,,London,Maidenhead,3,1/1/05, 2005-01 ,2005-Q1,2005,7/1/05,1/22/08,1/1/13
/company/alga-energy,Alga Energy,,cleantech,"3,913,800",operating,,,unknown,,1,,,,,10/16/12,10/16/12,
/company/algae-international-group,Algae International Group,http://algaeplanet.com,cleantech,"5,000,000",operating,USA,TX,Dallas,Addison,1,1/1/08, 2008-01 ,2008-Q1,2008,7/23/13,7/23/13,
/company/algaeon,Algaeon,http://algaeon-inc.com,biotech,"1,295,863",operating,USA,IN,Indianapolis,Indianapolis,2,1/1/08, 2008-01 ,2008-Q1,2008,12/19/12,5/30/13,
/company/algal-scientific,Algal Scientific,http://www.algalscientific.com,cleantech,"65,000",operating,USA,MI,Detroit,Plymouth,1,5/7/09, 2009-05 ,2009-Q2,2009,3/23/09,3/23/09,
/company/algebraix-data,Algebraix Data,http://www.algebraixdata.com,software,"43,772,394",operating,USA,CA,San Diego,Encinitas,4,1/1/04, 2004-01 ,2004-Q1,2004,2/8/11,11/25/13,10/1/09
/company/algenetix,Algenetix,http://www.algenetix.com,biotech,"2,000,000",operating,USA,CA,San Diego,San Diego,1,1/1/12, 2012-01 ,2012-Q1,2012,4/2/13,4/2/13,
/company/algenol-biofuel,Algenol Biofuel,http://www.algenolbiofuels.com,cleantech,"25,000,000",operating,RUS,FL,Bonita Springs,Bonita Springs,1,1/1/06, 2006-01 ,2006-Q1,2006,12/7/07,12/7/07,
/company/algentis,Algentis,http://algentis.com,enterprise,,operating,USA,CA,SF Bay,San Francisco,1,1/1/06, 2006-01 ,2006-Q1,2006,1/1/07,1/1/07,8/15/08
/company/algevolve,AlgEvolve,http://algevolve.com,cleantech,"1,147,396",operating,USA,MT,Corvallis,Corvallis,2,1/1/07, 2007-01 ,2007-Q1,2007,4/21/10,5/24/13,
/company/algiax-pharmaceuticals,Algiax Pharmaceuticals,http://www.algiax.com,biotech,"5,477,340",operating,DEU,,Dusseldorf,Erkrath,1,,,,,5/16/12,5/16/12,
/company/algisys,Algisys,http://algisys.com,biotech,"6,153,863",operating,USA,OH,Cleveland,Cleveland,1,1/1/09, 2009-01 ,2009-Q1,2009,8/14/13,8/14/13,
/company/algolia,Algolia,http://www.algolia.com,software,"1,929,900",operating,USA,CA,SF Bay,San Francisco,1,9/17/12, 2012-09 ,2012-Q3,2012,10/1/13,10/1/13,1/21/14
/company/algomi-ltd,Algomi Ltd.,http://algomi.com,other,,operating,USA,NY,TBD,London,1,6/25/12, 2012-06 ,2012-Q2,2012,9/1/13,9/1/13,1/1/12
/company/algonomics,Algonomics,http://www.algonomics.com,biotech,"2,014,050",acquired,BEL,,Belgium - Other,,1,,,,,6/20/07,6/20/07,
/company/algorego,Algorego,http://www.smartimagesolutions.com,software,"376,000",closed,LVA,,Riga,Riga,1,,,,,3/22/07,3/22/07,
/company/algorithmics,Algorithmics,http://www.algorithmics.com,,"200,000",acquired,CAN,,Toronto,Toronto,1,,,,,12/20/13,12/20/13,1/1/01
/company/algotochip,Algotochip,http://www.algotochip.com,hardware,,operating,USA,CA,SF Bay,Sunnyvale,1,1/1/09, 2009-01 ,2009-Q1,2009,6/27/13,6/27/13,
/company/algramo,Algramo,http://algramo.cl,other,"40,000",operating,CHL,,unknown,RM,1,1/1/13, 2013-01 ,2013-Q1,2013,7/25/13,7/25/13,
/company/alianza,Alianza,http://www.alianza.com,network_hosting,"5,342,432",operating,USA,UT,Salt Lake City,Lindon,2,1/1/09, 2009-01 ,2009-Q1,2009,6/25/12,11/1/13,11/1/13
/company/alibaba,Alibaba,http://www.alibaba.com,ecommerce,"112,000,000",acquired,CHN,,Hangzhou,Hangzhou,3,6/1/99, 1999-06 ,1999-Q2,1999,10/1/99,2/1/04,3/31/14
/company/alicanto,Alicanto,http://alicanto.com,advertising,"4,000,000",operating,USA,CA,SF Bay,Palo Alto,1,8/1/11, 2011-08 ,2011-Q3,2011,4/29/12,4/29/12,9/11/12
/company/alice-app,ALICE App,http://www.alice-app.com,mobile,"500,000",operating,USA,NY,New York,New York,1,7/1/12, 2012-07 ,2012-Q3,2012,6/1/13,6/1/13,2/1/13
/company/alice-com,Alice.com,http://www.alice.com,ecommerce,"27,890,167",closed,USA,WI,Middleton,Middleton,3,6/1/08, 2008-06 ,2008-Q2,2008,12/7/09,1/31/12,1/31/12
/company/alien-technology,Alien Technology,http://www.alientechnology.com,semiconductor,"212,377,366",operating,USA,CA,SF Bay,Morgan Hill,7,1/1/94, 1994-01 ,1994-Q1,1994,7/28/05,11/8/11,1/1/11
/company/alienvault,AlienVault,http://www.alienvault.com,security,"66,400,035",operating,USA,CA,SF Bay,San Mateo,6,3/7/07, 2007-03 ,2007-Q1,2007,6/16/10,12/20/13,1/21/14
/company/alife-studios-inc,alife studios inc,http://www.alife-studios.com,games_video,,operating,HKG,,Hong Kong - Other,,1,10/1/11, 2011-10 ,2011-Q4,2011,10/1/11,10/1/11,10/1/11
/company/align-networks,Align Networks,http://www.alignnetworks.com,medical,,operating,USA,FL,Jacksonville,Jacksonville,1,,,,,7/18/11,7/18/11,
/company/align-technology,Align Technology,http://www.aligntech.com,hardware,"72,299,357",ipo,USA,CA,SF Bay,San Jose,1,,,,,8/31/09,8/31/09,1/1/05
/company/alignable,Alignable,,other,"3,540,578",operating,USA,MA,Boston,Waltham,1,,,,,4/1/14,4/1/14,
/company/alignalytics,AlignAlytics,http://align-alytics.com,analytics,,operating,USA,PA,Philadelphia,Wayne,1,,,,,6/20/08,6/20/08,
/company/aligned-telehealth,Aligned TeleHealth,http://www.alignedth.com,health,"499,500",operating,USA,CA,Los Angeles,Agoura Hills,1,,,,,1/30/14,1/30/14,
/company/alignent-software,Alignent Software,http://www.alignent.com,software,"6,000,000",acquired,USA,CA,San Diego,Carlsbad,1,1/1/01, 2001-01 ,2001-Q1,2001,3/18/05,3/18/05,
/company/alignmed,AlignMed,http://alignmed.com,ecommerce,"450,000",operating,USA,CA,Los Angeles,Santa Ana,1,1/1/06, 2006-01 ,2006-Q1,2006,10/23/13,10/23/13,
/company/aligo,Aligo,,mobile,"7,920,000",operating,USA,CA,SF Bay,San Francisco,1,1/1/99, 1999-01 ,1999-Q1,1999,6/22/06,6/22/06,1/1/05
/company/alike,alike,http://alikeapp.com,web,,acquired,,,unknown,,1,,,,,8/1/12,8/1/12,2/12/13
/company/alimera-sciences,Alimera Sciences,http://www.alimerasciences.com,biotech,"144,300,000",ipo,USA,GA,Atlanta,Alpharetta,5,1/1/03, 2003-01 ,2003-Q1,2003,11/30/05,1/28/14,10/1/12
/company/alinto,Alinto,http://www.alinto.com,messaging,"727,250",operating,FST,,Lyon,Lyon,1,1/1/00, 2000-01 ,2000-Q1,2000,9/10/09,9/10/09,
/company/aliopartis,Aliopartis,,,,operating,,,unknown,,1,,,,,8/16/08,8/16/08,
/company/alios-biopharma,Alios BioPharma,http://www.aliosbiopharma.com,biotech,"32,000,000",operating,USA,CA,SF Bay,South San Francisco,2,1/1/06, 2006-01 ,2006-Q1,2006,2/12/09,6/11/09,
/company/alitalia,Alitalia,http://alitalia.com,travel,"412,000,000",operating,ITA,,Rome,Rome,1,1/1/46, 1946-01 ,1946-Q1,1946,12/10/13,12/10/13,4/1/13
/company/aliva-biopharmaceuticals,Aliva Biopharmaceuticals,,,"12,870,407",operating,USA,CA,Los Angeles,Pasadena,1,,,,,1/13/10,1/13/10,9/1/08
/company/alive-cn,alive.cn,http://alive.cn,advertising,"1,050,000",operating,HKG,,TBD,Kwuntong,2,8/3/11, 2011-08 ,2011-Q3,2011,9/1/11,1/11/13,4/18/12
/company/alivecor,AliveCor,http://alivecor.com,health,"13,500,000",operating,USA,CA,SF Bay,San Francisco,2,,,,,8/2/11,6/10/12,4/4/13
/company/aliveshoes,Aliveshoes,http://www.aliveshoes.com,,"19,260",operating,,,unknown,,1,,,,,4/2/13,4/2/13,
/company/alixarx,AlixaRx,http://www.alixarx.com,biotech,"100,000,000",operating,USA,TX,Dallas,Plano,1,1/1/12, 2012-01 ,2012-Q1,2012,7/2/13,7/2/13,
/company/aliz-pharma,Aliz_ Pharma,http://www.alize-pharma.com,biotech,"4,104,210",operating,FRA,,Ecully,ECULLY,1,1/1/07, 2007-01 ,2007-Q1,2007,6/4/12,6/4/12,
/company/alkaline-water,ALKALINE WATER,http://thealkalinewaterco.com,nonprofit,"600,000",operating,USA,AZ,Phoenix,Scottsdale,2,1/1/12, 2012-01 ,2012-Q1,2012,8/20/13,11/13/13,
/company/alkami-technology,Alkami Technology,http://www.alkamitech.com,software,"14,311,670",operating,USA,TX,Dallas,Plano,3,11/1/09, 2009-11 ,2009-Q4,2009,9/6/11,3/12/14,11/1/13
/company/alkermes,Alkermes,http://www.alkermes.com,biotech,"250,000,000",ipo,USA,MA,Boston,Waltham,1,,,,,1/13/14,1/13/14,6/30/11
/company/alkeus-pharmaceuticals,Alkeus Pharmaceuticals,http://alkeus.com,biotech,"100,000",operating,USA,MA,Boston,Boston,1,,,,,10/21/10,10/21/10,5/1/12
/company/alkymos,Alkymos,http://alkymos.com,manufacturing,"218,500",operating,,,unknown,,1,,,,,11/21/13,11/21/13,
/company/all-about-baby-2,All About Baby.,,ecommerce,"2,410,000",operating,USA,NC,Greensboro,Greensboro,1,1/1/07, 2007-01 ,2007-Q1,2007,7/7/10,7/7/10,
/company/all-access-telecom,All Access Telecom,http://www.allaccesstelecom.com,network_hosting,"250,000",operating,,,unknown,,1,,,,,10/14/10,10/14/10,
/company/all-at-home,All At Home,http://www.allathome.com,software,"10,000",operating,USA,GA,TBD,HOSCHTON,1,,,,,7/12/10,7/12/10,
/company/all-campus,All Campus,http://allcampus.com,education,"6,000,000",operating,USA,IL,Chicago,Chicago,1,8/1/12, 2012-08 ,2012-Q3,2012,8/7/12,8/7/12,8/1/12
/company/all-copy-products,All Copy Products,http://www.allcopyproducts.com,hardware,"750,000",operating,USA,CO,Denver,Denver,1,1/1/75, 1975-01 ,1975-Q1,1975,3/28/05,3/28/05,
/company/all-in-one-medical,All in One Medical,http://www.allinonemedical.com,medical,"4,545,754",operating,GBR,,London,Horsham,1,1/1/03, 2003-01 ,2003-Q1,2003,2/25/14,2/25/14,
/company/all-my-data,All My Data,http://www.amdwebhost.com,network_hosting,"25,000",operating,,,unknown,,1,1/1/03, 2003-01 ,2003-Q1,2003,5/1/05,5/1/05,
/company/all-together-now,All Together Now,http://www.getalltogethernow.com,enterprise,,closed,USA,CA,SF Bay,Santa Cruz,1,6/1/11, 2011-06 ,2011-Q2,2011,1/1/11,1/1/11,6/1/11
/company/all-scrap,All-Scrap,http://www.all-scrap.com,web,"100,000",operating,,,unknown,,1,10/1/07, 2007-10 ,2007-Q4,2007,6/1/07,6/1/07,
/company/allakos,Allakos,http://www.allakos.com,biotech,"9,999,997",operating,USA,CA,SF Bay,San Mateo,1,1/1/12, 2012-01 ,2012-Q1,2012,12/20/12,12/20/12,
/company/allasso-industries,Allasso Industries,http://allassoindustries.com,design,"443,000",operating,USA,NC,Raleigh-Durham,Morrisville,1,1/1/01, 2001-01 ,2001-Q1,2001,11/17/09,11/17/09,
/company/allazo-health,AllazoHealth,http://allazohealth.com,other,,operating,USA,NY,New York,New York,1,1/1/11, 2011-01 ,2011-Q1,2011,7/19/12,7/19/12,
/company/allbusiness-com,AllBusiness.com,http://www.allbusiness.com,web,"22,400,000",operating,USA,CA,SF Bay,San Francisco,2,1/1/99, 1999-01 ,1999-Q1,1999,7/1/04,2/1/06,3/1/12
/company/allclear-id,AllClear ID,http://www.allclearid.com,security,"9,300,000",operating,USA,TX,Austin,Austin,1,1/1/04, 2004-01 ,2004-Q1,2004,4/29/08,4/29/08,4/1/08
/company/alldigital,AllDigital,http://www.alldigital.com,other,"2,725,204",ipo,USA,CA,Los Angeles,Irvine,3,8/3/09, 2009-08 ,2009-Q3,2009,11/8/11,2/12/14,7/1/13
/company/alleantia,Alleantia,http://www.alleantia.com/en,other,,operating,ITA,,Pisa,Pisa,2,7/1/11, 2011-07 ,2011-Q3,2011,7/1/11,6/1/13,7/1/12
/company/allecra-therapeutics,Allecra Therapeutics,http://allecra.com,biotech,"19,567,500",operating,FRA,,unknown,Saint Louis,1,1/1/13, 2013-01 ,2013-Q1,2013,4/18/13,4/18/13,4/1/13
/company/allegheny-general-hospital,Allegheny General Hospital,http://ahn.org,medical,"1,415,000",operating,USA,IL,TBD,Terrace,2,,,,,1/21/14,3/24/14,
/company/allegiance,Allegiance,http://www.allegiance.com,software,"51,662,275",operating,USA,UT,Salt Lake City,South Jordan,4,1/1/05, 2005-01 ,2005-Q1,2005,4/25/07,2/4/14,9/5/12
/company/allegiance-health-foundation,Allegiance Health Foundation,http://allegiancehealth.org,health,"157,000",operating,USA,MI,Jackson,Jackson,1,1/1/18, 1918-01 ,1918-Q1,1918,2/12/14,2/12/14,
/company/allegorithmic,Allegorithmic,http://www.allegorithmic.com,software,"1,940,000",operating,FRA,,CLERMONT-FERRAND,Clermont-Ferrand,1,1/1/03, 2003-01 ,2003-Q1,2003,7/15/10,7/15/10,1/1/04
/company/allegory-law,Allegory Law,http://allegorylaw.com,legal,"550,000",operating,USA,NY,New York,New York,1,1/1/11, 2011-01 ,2011-Q1,2011,3/27/13,3/27/13,
/company/allegro-development-corporation,Allegro Development Corporation,http://www.allegrodev.com,software,,operating,USA,TX,Dallas,Dallas,1,1/1/84, 1984-01 ,1984-Q1,1984,1/31/08,1/31/08,
/company/allegro-diagnostics,Allegro Diagnostics,http://www.allegrodx.com,biotech,"5,400,000",operating,USA,MA,Boston,Maynard,1,1/1/06, 2006-01 ,2006-Q1,2006,7/7/11,7/7/11,1/1/08
/company/allen-brothers,Allen Brothers,http://www.allenbrothers.com,hospitality,"7,100,000",operating,USA,IL,Chicago,Chicago,1,,,,,1/6/10,1/6/10,
/company/allen-learning-technologies,Allen Learning Technologies,http://zebrabeta.com,software,"1,200,000",operating,USA,MN,Minneapolis,St. Paul,1,1/1/09, 2009-01 ,2009-Q1,2009,4/27/09,4/27/09,
/company/allena-pharmaceuticals,Allena Pharmaceuticals,http://www.allenapharma.com,biotech,"15,000,000",operating,USA,MA,Boston,Newton,1,1/1/11, 2011-01 ,2011-Q1,2011,11/16/11,11/16/11,
/company/allergen-research-corporation,Allergen Research Corporation,http://allergenresearch.com,hospitality,"17,000,000",operating,USA,CA,SF Bay,San Mateo,1,1/1/11, 2011-01 ,2011-Q1,2011,11/21/13,11/21/13,
/company/alleywatch,AlleyWatch,http://alleywatch.com,news,"40,000",operating,USA,NY,New York,New York,1,10/1/12, 2012-10 ,2012-Q4,2012,10/15/12,10/15/12,8/8/13
/company/allfacilities-energy-group,AllFacilities Energy Group,http://allfacilitiesenergygroup.com,cleantech,"350,000",operating,USA,PA,Pittsburg,Pittsburgh,1,1/1/09, 2009-01 ,2009-Q1,2009,2/27/12,2/27/12,
/company/allgoob,ALLGOOB,http://allgoob.com,search,"1,348,200",operating,FRA,,Pessac,Pessac,1,,,,,3/30/10,3/30/10,9/1/07
/company/alliance-card,Alliance Card,http://www.cashvaluecard.com,software,"600,000",operating,USA,MN,Minneapolis,Burnsville,1,1/1/05, 2005-01 ,2005-Q1,2005,11/7/08,11/7/08,
/company/alliance-health-networks,Alliance Health Networks,http://www.alliancehealthnetworks.com,health,"14,300,000",operating,USA,UT,Salt Lake City,Salt Lake City,2,1/1/02, 2002-01 ,2002-Q1,2002,9/16/09,6/1/11,5/1/12
/company/allied-digital-services,Allied Digital Services,http://www.allieddigital.net/in,consulting,"175,000",operating,IND,,Mumbai,Mumbai,1,1/1/95, 1995-01 ,1995-Q1,1995,9/28/10,9/28/10,1/1/87
/company/allied-fiber,Allied Fiber,http://alliedfiber.com,mobile,"8,000,000",operating,USA,NY,New York,New York,1,1/1/08, 2008-01 ,2008-Q1,2008,5/17/10,5/17/10,
/company/allied-pacific-sports-network,Allied Pacific Sports Network,http://apsn.tv,sports,"7,000,000",closed,HKG,,Hong Kong - Other,,1,1/1/09, 2009-01 ,2009-Q1,2009,1/1/10,1/1/10,1/1/09
/company/allied-payment-network,Allied Payment Network,http://www.alliedpaymentnetwork.com,finance,"1,158,786",operating,USA,IN,Fort Wayne,Fort Wayne,3,1/1/10, 2010-01 ,2010-Q1,2010,2/11/13,1/9/14,
/company/allied-resource-corporation,Allied Resource Corporation,http://www.alliedresourcecorp.com,cleantech,"53,000,000",operating,USA,PA,Philadelphia,Wayne,1,,,,,6/9/08,6/9/08,
/company/allied-urological-services,Allied Urological Services,http://alliedmetromedical.com,health,"118,125",operating,USA,NY,New York,New York,1,1/1/88, 1988-01 ,1988-Q1,1988,1/5/10,1/5/10,
/company/alliedpath,AlliedPath,http://alliedpath.com,biotech,"490,000",operating,USA,CA,San Diego,San Diego,1,,,,,5/21/10,5/21/10,
/company/alligator-bioscience,Alligator Bioscience,http://www.alligatorbioscience.se/en/index.aspx,biotech,"7,443,779",operating,SWE,,TBD,223 81,1,,,,,5/29/07,5/29/07,
