permalink,name,homepage_url,category_code, funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at, founded_month ,founded_quarter,founded_year,first_funding_at,last_funding_at,last_milestone_at
/company/ekahau,Ekahau,http://www.ekahau.com,software,"22,000,000",operating,USA,VA,Washington DC,Reston,2,1/1/00, 2000-01 ,2000-Q1,2000,10/31/06,8/2/13,
/company/ekinops,Ekinops,http://www.ekinops.net,hardware,"1,230,000",operating,FRA,,Lannion,Lannion,1,1/1/03, 2003-01 ,2003-Q1,2003,1/23/06,1/23/06,1/1/09
/company/eko-devices,Eko Devices,http://www.ekodevices.com,medical,"800,000",operating,USA,CA,SF Bay,Berkeley,2,2/1/13, 2013-02 ,2013-Q1,2013,9/18/13,1/1/14,
/company/eko-india-financial-services,Eko India Financial Services,http://eko.co.in,finance,"5,500,000",operating,IND,,New Delhi,New Delhi,1,,,,,7/11/11,7/11/11,
/company/ekos-corporation,EKOS Corporation,http://www.ekoscorp.com,medical,"44,000,000",acquired,USA,WA,Seattle,Bothell,2,1/1/95, 1995-01 ,1995-Q1,1995,2/18/05,3/21/06,
/company/ekotrope,Ekotrope,http://ekotrope.com,real_estate,"2,605,000",operating,USA,MA,Boston,Cambridge,2,1/1/10, 2010-01 ,2010-Q1,2010,3/31/11,8/8/13,1/1/13
/company/berkeley-bionics,Ekso Bionics,http://eksobionics.com,hardware,"14,069,222",ipo,GBR,,London,Canary Wharf,3,1/1/05, 2005-01 ,2005-Q1,2005,12/7/10,12/2/13,1/1/13
/company/ektron,Ektron,http://www.ektron.com,enterprise,"4,500,000",operating,USA,NH,Nashua,Nashua,1,1/1/98, 1998-01 ,1998-Q1,1998,6/12/13,6/12/13,9/15/09
/company/el-corral,El Corral,,,,operating,,,unknown,,1,,,,,11/27/12,11/27/12,10/1/12
/company/el-teatro,El Teatro,http://www.elteatro.com,games_video,"40,000",closed,USA,CA,Los Angeles,Los Angeles,1,12/1/10, 2010-12 ,2010-Q4,2010,6/15/11,6/15/11,12/1/10
/company/elan-microelectronics,ELAN Microelectronics,http://www.emc.com.tw,hardware,"5,000,000",operating,TWN,,Hsinchu,Hsinchu,1,,,,,1/5/12,1/5/12,
/company/elance,Elance,http://www.elance.com,web,"94,828,397",operating,USA,CA,SF Bay,Mountain View,5,1/1/98, 1998-01 ,1998-Q1,1998,2/1/00,1/24/12,12/22/13
/company/eland,Eland,http://eland.es,mobile,"40,000",operating,ARG,,Buenos Aires,Buenos Aires,1,,,,,12/13/13,12/13/13,
/company/elanti-systems,Elanti Systems,http://www.elantisystems.com,software,"5,500,000",closed,USA,NJ,Somerset,Somerset,1,1/1/07, 2007-01 ,2007-Q1,2007,5/29/08,5/29/08,1/1/07
/company/elara-pharmaceuticals,ELARA Pharmaceuticals,http://www.elarapharma.com,biotech,"6,910,000",operating,DEU,,Boxbergrin,Boxbergrin,1,1/1/06, 2006-01 ,2006-Q1,2006,11/26/09,11/26/09,
/company/elarm,elarm,http://www.elarm.com,security,"825,000",operating,,,unknown,,1,1/1/11, 2011-01 ,2011-Q1,2011,11/13/13,11/13/13,4/1/11
/company/elastagen,Elastagen,http://www.elastagen.com,biotech,"2,000,000",operating,AUS,,Eveleigh,Eveleigh,1,1/1/03, 2003-01 ,2003-Q1,2003,7/22/13,7/22/13,7/22/13
/company/elastic-intelligence,Elastic Intelligence,http://www.elasticintelligence.com,enterprise,"3,400,000",acquired,USA,CA,SF Bay,Menlo Park,1,1/1/10, 2010-01 ,2010-Q1,2010,12/1/10,12/1/10,2/1/13
/company/elastic-path,Elastic Path Software,http://www.elasticpath.com,software,"8,895,247",operating,CAN,,Vancouver,Vancouver,3,11/21/00, 2000-11 ,2000-Q4,2000,6/13/13,3/14/14,3/11/14
/company/elastic-io,elastic.io,http://elastic.io,enterprise,,operating,DEU,,Bonn,Bonn,1,1/1/12, 2012-01 ,2012-Q1,2012,2/26/14,2/26/14,
/company/elastica,Elastica,http://elastica.net,software,"6,300,000",operating,USA,CA,SF Bay,San Jose,1,,,,,2/18/14,2/18/14,
/company/elasticbox,ElasticBox,http://www.elasticbox.com,enterprise,"12,400,000",operating,USA,CA,SF Bay,Mountain View,2,9/2/11, 2011-09 ,2011-Q3,2011,6/26/13,3/27/14,7/1/12
/company/elasticdot,ElasticDot,http://elasticdot.com,network_hosting,"125,000",operating,ITA,,Milan,Milan,1,12/15/12, 2012-12 ,2012-Q4,2012,2/9/13,2/9/13,12/15/12
/company/elasticsearch,Elasticsearch,http://www.elasticsearch.com,search,"34,000,000",operating,NLD,,Amsterdam,Amsterdam,2,2/1/12, 2012-02 ,2012-Q1,2012,11/8/12,2/19/13,1/21/14
/company/elastifile,Elastifile,http://elastifile.com,software,"8,000,000",operating,ISR,,Herzliya,Herzliya,1,,,,,1/14/14,1/14/14,
/company/elastix-corporation,Elastix Corporation,,hardware,"425,130",operating,USA,CA,SF Bay,Los Gatos,1,,,,,8/7/09,8/7/09,
/company/elastra,Elastra,http://elastra.com,enterprise,"14,600,000",closed,USA,CA,SF Bay,San Francisco,2,1/1/07, 2007-01 ,2007-Q1,2007,8/15/07,8/5/08,5/1/11
/company/elationemr,ElationEMR,http://www.elationemr.com,medical,,operating,USA,CA,SF Bay,San Francisco,1,,,,,6/25/10,6/25/10,
/company/elcelyx-therapeutics,Elcelyx Therapeutics,http://www.elcelyx.com,biotech,"51,045,109",operating,USA,CA,San Diego,San Diego,4,1/1/10, 2010-01 ,2010-Q1,2010,3/17/10,2/21/14,
/company/elco,Elco,http://www.elco-group.com,consulting,"6,444,500",operating,,,unknown,,1,,,,,12/29/11,12/29/11,
/company/eldarion,Eldarion,http://eldarion.com,network_hosting,"600,000",operating,USA,NH,Nashua,Nashua,2,,,,,5/1/09,4/14/11,
/company/rtime-com,ElderSense.com,http://www.ElderSense.com,web,"50,000",operating,USA,CA,Los Angeles,Los Angeles,1,10/11/12, 2012-10 ,2012-Q4,2012,2/3/13,2/3/13,11/1/12
/company/eldr-media,ELDR Media,http://www.eldr.com,web,"1,250,000",operating,USA,CA,SF Bay,Corte Madera,1,4/1/06, 2006-04 ,2006-Q2,2006,8/12/08,8/12/08,
/company/ele-me,Ele.me,http://ele.me,ecommerce,"25,000,000",operating,CHN,,Shanghai,Shanghai,3,9/1/08, 2008-09 ,2008-Q3,2008,1/1/11,11/27/13,
/company/elecar,Elecar,http://www.elecarcorp.com,cleantech,"10,000",closed,,,unknown,,1,3/30/09, 2009-03 ,2009-Q1,2009,5/30/10,5/30/10,1/1/09
/company/elecsnet,Elecsnet,http://elecsnet.ru,software,"2,000,000",operating,RUS,,Moscow,Moscow,1,,,,,10/5/06,10/5/06,
/company/electratherm,ElectraTherm,http://www.electratherm.com,cleantech,"8,000,000",operating,USA,NV,Carson City,Carson City,2,1/1/05, 2005-01 ,2005-Q1,2005,11/11/08,11/1/09,
/company/electric-cloud,Electric Cloud,http://www.electric-cloud.com,software,"25,598,000",operating,USA,CA,SF Bay,Sunnyvale,4,1/1/02, 2002-01 ,2002-Q1,2002,7/12/04,9/3/13,1/1/13
/company/electric-imp,Electric Imp,http://electricimp.com,hardware,"7,900,000",operating,GBR,,London,Cambridge,1,5/1/11, 2011-05 ,2011-Q2,2011,5/16/12,5/16/12,5/1/12
/company/electricite-du-laos,Electricite du Laos,http://www.edl.com.la/en,,,operating,LAO,,Vientiane,Vientiane,1,,,,,1/1/11,1/1/11,
/company/electrikus,Electrikus,http://illumaguard.com,hardware,"5,000",operating,USA,PA,Bethlahem,Bethlahem,1,1/1/09, 2009-01 ,2009-Q1,2009,3/30/10,3/30/10,
/company/electro-petroleum,Electro-Petroleum,http://www.electropetroleum.com,cleantech,"3,000,000",operating,USA,PA,Philadelphia,Wayne,1,,,,,8/12/08,8/12/08,
/company/electrochaea,Electrochaea,http://www.electrochaea.com,cleantech,"250,000",operating,USA,MO,Saint Louis,St. Louis,1,,,,,8/1/11,8/1/11,4/1/12
/company/electrocore,ElectroCore,http://www.electrocoremedical.com,medical,"500,000",operating,USA,NJ,Morris Plains,Morris Plains,1,1/1/05, 2005-01 ,2005-Q1,2005,11/26/12,11/26/12,
/company/electrojet,ElectroJet,http://www.electrojet.org,,"788,585",operating,USA,MI,Detroit,Brighton,2,1/1/03, 2003-01 ,2003-Q1,2003,7/6/09,8/24/10,1/1/08
/company/electrolytic-ozone,Electrolytic Ozone,http://www.eoi-ozone.com,hardware,,operating,USA,MA,Boston,Boston,1,1/1/09, 2009-01 ,2009-Q1,2009,11/3/10,11/3/10,
/company/electron-database,Electron Database,,software,"500,000",operating,USA,OH,Cincinnati,Independence,1,,,,,6/10/10,6/10/10,
/company/electronic-brailler,Electronic Brailler,http://ebrailler.com,hardware,"720,000",operating,USA,NY,West Henrietta,West Henrietta,1,1/1/08, 2008-01 ,2008-Q1,2008,1/27/12,1/27/12,
/company/electronic-compliance-solutions,Electronic Compliance Solutions,http://ecsspartan.com,biotech,"1,541,854",operating,USA,TX,San Antonio,San Antonio,3,1/1/10, 2010-01 ,2010-Q1,2010,8/4/11,1/3/13,
/company/electronic-compute-systems,Electronic Compute Systems,http://www.ecs-pc.com,hardware,"385,000",operating,USA,MD,Baltimore,Towson,1,10/1/97, 1997-10 ,1997-Q4,1997,4/30/09,4/30/09,
/company/electronic-payment-and-services,Electronic Payment and Services (EPS),http://electronicpay.in,hardware,"11,000,000",operating,IND,,Maharashtra,Maharashtra,2,1/1/12, 2012-01 ,2012-Q1,2012,8/26/13,12/17/13,
/company/eleme-medical,Eleme Medical,http://www.elememedical.com,biotech,"6,500,000",acquired,USA,NH,Merrimack,Merrimack,1,1/1/07, 2007-01 ,2007-Q1,2007,6/15/10,6/15/10,2/3/11
/company/element-financial-corporation,Element Financial Corporation,http://elementfinancial.ca,finance,"125,000,000",ipo,CAN,,Toronto,Toronto,1,1/1/07, 2007-01 ,2007-Q1,2007,3/7/14,3/7/14,
/company/element-id,Element ID,http://www.element-id.com,manufacturing,"50,000",operating,USA,PA,Bethlehem,Bethlehem,1,,,,,1/27/12,1/27/12,
/company/element-labs,Element Labs,http://www.elementlabs.com,web,"14,750,000",operating,USA,CA,SF Bay,Santa Clara,2,,,,,12/20/07,6/1/09,
/company/element-power,Element Power,http://www.elpower.com,cleantech,"183,000,000",operating,USA,OR,Portland,Portland,1,1/1/08, 2008-01 ,2008-Q1,2008,2/1/12,2/1/12,
/company/element-works,Element Works,,cleantech,"35,000",operating,,,unknown,,1,2/17/08, 2008-02 ,2008-Q1,2008,5/8/08,5/8/08,
/company/elemental-cyber-security,Elemental Cyber Security,http://www.elementalsecurity.com,security,"11,000,000",operating,USA,NV,Las Vegas,Las Vegas,1,1/1/02, 2002-01 ,2002-Q1,2002,6/20/05,6/20/05,1/1/05
/company/elemental-foundry,Elemental Foundry,,other,"1,000,000",operating,USA,WA,Seattle,Seattle,1,1/1/12, 2012-01 ,2012-Q1,2012,12/10/13,12/10/13,
/company/elemental-technologies,Elemental Technologies,http://www.elementaltechnologies.com,enterprise,"27,600,000",operating,USA,OR,Portland,Portland,4,8/6/06, 2006-08 ,2006-Q3,2006,12/1/07,5/7/12,3/1/12
/company/elements-behavioral-health,Elements Behavioral Health,http://www.elementsbehavioralhealth.com,hospitality,"62,814,000",operating,USA,CA,Los Angeles,Long Beach,1,1/1/07, 2007-01 ,2007-Q1,2007,1/30/08,1/30/08,
/company/elementum,Elementum,http://www.elementum.com,enterprise,"61,000,000",operating,USA,CA,SF Bay,Mountain View,2,7/1/12, 2012-07 ,2012-Q3,2012,10/1/12,2/4/14,12/1/13
/company/eleni,eleni,http://www.eleniexchanges.com,consulting,"5,000,000",operating,KEN,,Nairobi,Nairobi,1,,,,,1/23/13,1/23/13,
/company/elenza,ELENZA,http://www.elenza.com,medical,"27,329,746",operating,USA,VA,Roanoke,Roanoke,2,1/1/08, 2008-01 ,2008-Q1,2008,2/8/11,7/8/13,
/company/elepago,Elepago,http://elepago.mx,mobile,"370,000",operating,MEX,,Monterrey,Monterrey,1,2/22/13, 2013-02 ,2013-Q1,2013,4/17/13,4/17/13,8/19/13
/company/elepath,Elepath,http://elepath.com,,,operating,USA,CA,SF Bay,San Francisco,1,3/3/12, 2012-03 ,2012-Q1,2012,11/25/11,11/25/11,11/11/13
/company/elephant-is,Elephant.is,http://elephant.is,education,"100,000",closed,USA,NY,New York,Brooklyn,1,1/1/12, 2012-01 ,2012-Q1,2012,5/1/12,5/1/12,1/1/12
/company/elephantdrive,ElephantDrive,http://www.ElephantDrive.com,web,,operating,USA,CA,Los Angeles,Los Angeles,1,4/1/05, 2005-04 ,2005-Q2,2005,3/9/07,3/9/07,12/23/13
/company/elephanti,Elephanti,http://www.elephanti.com,web,"4,500,000",operating,SGP,,Singapore,Singapore,1,3/1/12, 2012-03 ,2012-Q1,2012,12/26/13,12/26/13,12/26/13
/company/elephanttalk-communications,ElephantTalk Communications,http://elephanttalk.com,mobile,"31,965,510",ipo,NLD,,unknown,1118 BH Schiphol (Amsterdam Airport),2,,,,,2/11/11,4/27/12,1/1/06
/company/elerts,ELERTS,http://elerts.com,software,"450,000",operating,USA,MA,Boston,Braintree,2,7/12/10, 2010-07 ,2010-Q3,2010,7/1/10,3/1/11,7/12/10
/company/eletroges,Eletrogí_es,,cleantech,"30,000,000",operating,,,unknown,,1,,,,,7/24/09,7/24/09,
/company/eleutian-technology,Eleutian Technology,http://www.eleutian.com,education,"10,000,000",operating,USA,WY,Ten Sleep,Ten Sleep,1,1/1/06, 2006-01 ,2006-Q1,2006,2/18/10,2/18/10,
/company/elevance-renewable-sciences,Elevance Renewable Sciences,http://www.elevance.com,cleantech,"294,000,000",operating,USA,IL,Chicago,Woodridge,4,11/1/07, 2007-11 ,2007-Q4,2007,3/26/08,7/10/12,1/1/12
/company/elevate,Elevate,http://goelevate.com,,"500,000",operating,USA,CA,Los Angeles,San Clemente,1,1/1/08, 2008-01 ,2008-Q1,2008,12/12/11,12/12/11,
/company/elevate-digital,Elevate Digital,http://www.elevatedigital.net,software,"7,200,000",operating,USA,IL,Chicago,Chicago,3,3/1/11, 2011-03 ,2011-Q1,2011,5/30/12,3/20/14,5/29/12
/company/elevate-hr,Elevate HR,http://elevate-hr.com,software,"1,000,000",operating,USA,NJ,New Jersey - Other,,1,,,,,3/21/14,3/21/14,
/company/elevation-lab,Elevation Lab,http://www.elevationlab.com,manufacturing,"1,450,000",operating,USA,OR,Portland,Portland,1,,,,,2/11/12,2/11/12,1/1/11
/company/elevation-pharmaceuticals,Elevation Pharmaceuticals,http://www.elevationpharma.com,biotech,"89,400,001",acquired,USA,CA,San Diego,San Diego,4,1/1/07, 2007-01 ,2007-Q1,2007,1/21/10,1/4/12,
/company/elevator-labs,Elevator Labs,http://elevatorlabs.com,public_relations,"20,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,,,,,8/11/11,8/11/11,8/11/11
/company/eleven-biotherapeutics,Eleven Biotherapeutics,http://www.elevenbio.com,biotech,"55,000,000",ipo,USA,MA,Boston,Cambridge,2,1/1/10, 2010-01 ,2010-Q1,2010,3/9/10,5/8/12,1/1/11
/company/eleven-james,Eleven James,http://elevenjames.com,hardware,"1,400,000",operating,,,unknown,,1,1/1/13, 2013-01 ,2013-Q1,2013,12/3/13,12/3/13,
/company/eleven-wireless,Eleven Wireless,http://www.elevenwireless.com,public_relations,"125,000",operating,USA,OR,Portland,Portland,1,1/1/02, 2002-01 ,2002-Q1,2002,10/14/09,10/14/09,1/1/01
/company/eli-nutrition,Eli Nutrition,http://www.tummyzen.com,health,"100,000",operating,USA,CT,New Haven,New Haven,1,1/1/13, 2013-01 ,2013-Q1,2013,2/18/14,2/18/14,
/company/eliason-media,Eliason Media,http://www.eliasonmedia.com,advertising,"200,000",closed,USA,IA,Des Moines,Des Moines,2,9/1/09, 2009-09 ,2009-Q3,2009,10/22/09,12/18/09,6/1/11
/company/eliassen-group,Eliassen Group,http://www.eliassen.com,consulting,"14,400,000",operating,USA,MA,Boston,Wakefield,1,,,,,5/12/11,5/12/11,6/13/13
/company/elibs-com,eLibs.com,http://www.elibs.com,games_video,"100,000",operating,USA,FL,Fort Lauderdale,Pompano Beach,1,9/1/00, 2000-09 ,2000-Q3,2000,9/1/00,9/1/00,9/1/00
/company/elicit,elicit,http://www.elicitsearch.com,search,"1,500,000",operating,USA,IL,Chicago,Chicago,1,,,,,5/15/12,5/15/12,10/1/13
/company/ecountrylifestyle,eLifestyles,http://www.ecountrylifestyle.com,other,,closed,USA,IL,Freeport,Freeport,1,3/1/05, 2005-03 ,2005-Q1,2005,1/1/05,1/1/05,
/company/eligible-api,Eligible API,http://www.eligibleapi.com,,,operating,USA,CA,SF Bay,San Francisco,1,,,,,10/1/12,10/1/12,
/company/elihuu,Elihuu,http://www.elihuu.com,social,"256,800",operating,USA,CA,SF Bay,Oakland,3,10/24/12, 2012-10 ,2012-Q4,2012,5/13/13,2/18/14,4/1/13
/company/elike,ELIKE,http://elike.com.br,ecommerce,,operating,BRA,,Rio de Janeiro,Rio de Janeiro,2,7/4/11, 2011-07 ,2011-Q3,2011,1/1/12,8/10/12,8/9/12
/company/elimidate,Elimi,http://www.ElimiApp.com,games_video,"135,000",operating,,,unknown,,1,7/1/12, 2012-07 ,2012-Q3,2012,1/7/14,1/7/14,10/1/13
