permalink,name,homepage_url,category_code, funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at, founded_month ,founded_quarter,founded_year,first_funding_at,last_funding_at,last_milestone_at,overview,tag_list,image1,image2,image3,number_of_employees,office_latitude,office_longitude
/company/truespan,TrueSpan,http://www.truespaninc.com,mobile,,closed,USA,CA,Los Angeles,Long Beach,1,,,,,5/14/01,5/14/01,,,,,,,,,
/company/truestar-group,TrueStar Group,http://www.truestargroup.com,security,"14,535,000",operating,ITA,,Milano,Milano,1,,,,,8/11/07,8/11/07,,,,,,,,,
/company/truevault,TrueVault,http://www.truevault.com,enterprise,"2,500,000",operating,USA,CA,SF Bay,Mountain View,1,12/31/08, 2013-01 ,2013-Q1,2013,3/26/10,3/26/10,2/13/10,,,,,,,,
/company/truevision,Truevision,http://truevisionsys.com,biotech,"14,579,328",operating,USA,CA,Santa Barbara,Santa Barbara,6,12/31/98, 2003-01 ,2003-Q1,2003,2/11/06,8/13/09,,,,,,,,,
/company/truex-media,true[x] Media,http://www.truex.com,advertising,"43,850,000",operating,USA,CA,Los Angeles,Los Angeles,4,12/31/02, 2007-01 ,2007-Q1,2007,11/30/03,3/21/07,4/30/09,,,,,,,,
/company/trufa,Trufa,http://trufa.net,analytics,"4,500,000",operating,DEU,,Heidelberg,Heidelberg,1,,,,,12/3/09,12/3/09,12/3/09,,,,,,,,
/company/truhearing,TruHearing,http://www.truhearing.com,health,"10,549,151",operating,USA,UT,Salt Lake City,West Jordan,1,12/31/98, 2003-01 ,2003-Q1,2003,1/3/09,1/3/09,,,,,,,,,
/company/truist,Truist,http://truist.com,software,"4,700,000",acquired,USA,DC,Washington DC,Washington,2,12/31/03, 2008-01 ,2008-Q1,2008,10/26/01,10/29/04,2/18/09,,,,,,,,
/company/trulia,Trulia,http://trulia.com,real_estate,"255,100,000",ipo,USA,CA,SF Bay,San Francisco,5,4/30/00, 2004-05 ,2004-Q2,2004,8/31/01,12/17/09,2/19/10,,,,,,,,
/company/trulioo,Trulioo,http://trulioo.com,social,"8,300,000",operating,CAN,,Vancouver,Vancouver,3,8/31/05, 2009-09 ,2009-Q3,2009,12/31/05,3/10/10,3/6/10,,,,,,,,
/company/truly-wireless,Truly Wireless,http://trulywireless.com,enterprise,,operating,USA,NY,New York,New York,2,10/31/08, 2012-11 ,2012-Q4,2012,4/30/09,6/30/09,12/31/08,,,,,,,,
/company/trulysocial-apps,TrulySocial,http://www.trulysocialapps.com,games_video,"383,000",operating,GBR,,London,London,1,10/31/07, 2011-11 ,2011-Q4,2011,1/19/10,1/19/10,1/7/10,,,,,,,,
/company/trumaker,Trumaker,http://trumaker.com,ecommerce,"8,400,000",operating,USA,CA,SF Bay,San Francisco,2,12/31/07, 2012-01 ,2012-Q1,2012,10/14/08,2/18/10,12/31/09,,,,,,,,
/company/trumarx-data-partners,TruMarx Data Partners,http://www.trumarx.com,software,"7,725,102",operating,USA,IL,Chicago,Chicago,3,12/31/01, 2006-01 ,2006-Q1,2006,4/26/06,8/5/08,,,,,,,,,
/company/trumba-corporation,Trumba Corporation,http://www.trumba.com,software,"8,000,000",operating,USA,WA,Seattle,Seattle,1,,,,,11/20/01,11/20/01,4/30/02,,,,,,,,
/company/trumpet-search,Trumpet Search,,,"3,077,712",operating,USA,CA,SF Bay,PLEASANTON,1,12/31/03, 2008-01 ,2008-Q1,2008,9/20/06,9/20/06,,,,,,,,,
/company/trumpit,TrumpIT,http://www.trumpit.co,mobile,"40,000",operating,CHL,,Santiago,Santiago,1,12/11/09, 2013-12 ,2013-Q4,2013,12/12/09,12/12/09,,,,,,,,,
/company/trunity,Trunity,http://www.trunity.com,education,"5,833,500",ipo,USA,NH,Portsmouth,Portsmouth,5,7/31/05, 2009-08 ,2009-Q3,2009,12/10/05,6/5/09,4/14/09,,,,,,,,
/company/trunk-archive,Trunk Archive,http://www.trunkarchive.com,photo_video,"139,051",operating,USA,NY,New York,New York,1,12/31/99, 2004-01 ,2004-Q1,2004,5/25/07,5/25/07,12/31/99,,,,,,,,
/company/the-trunk-club,Trunk Club,http://www.trunkclub.com,fashion,"12,444,994",operating,USA,IL,Chicago,Chicago,4,12/31/04, 2009-01 ,2009-Q1,2009,5/12/06,9/7/07,5/19/09,,,,,,,,
/company/trunk-show,Trunk Show,,,"1,144,458",operating,USA,NY,New York,NEW YORK,1,,,,,8/3/06,8/3/06,,,,,,,,,
/company/trunkbow-international-holdings,Trunkbow,http://www.trunkbow.com/?cn.html,other,"8,800,170",ipo,CHN,,Beijing,Beijing,1,12/31/96, 2001-01 ,2001-Q1,2001,2/10/06,2/10/06,2/2/07,,,,,,,,
/company/trunqshow,TrunqShow,http://www.trunqshow.com,mobile,"225,000",operating,USA,NY,New York,New York,1,12/31/07, 2012-01 ,2012-Q1,2012,3/31/08,3/31/08,,,,,,,,,
/company/trupanion,Trupanion,http://trupanion.com,pets,"9,000,000",operating,USA,WA,Seattle,Seattle,1,12/31/94, 1999-01 ,1999-Q1,1999,12/13/07,12/13/07,3/31/03,,,,,,,,
/company/truqc,TruQC,http://www.truqcapp.com,consulting,"150,000",operating,USA,MT,TBD,Kirkwood,1,12/31/06, 2011-01 ,2011-Q1,2011,11/3/09,11/3/09,,,,,,,,,
/company/truqu,TruQu,http://www.truqu.com,web,"32,883",operating,NLD,,Amsterdam,Amsterdam,1,12/31/06, 2011-01 ,2011-Q1,2011,3/5/08,3/5/08,,,,,,,,,
/company/trusera,Trusera,http://www.trusera.com,web,"2,000,000",closed,USA,WA,Seattle,Seattle,1,12/31/02, 2007-01 ,2007-Q1,2007,5/31/03,5/31/03,5/19/05,,,,,,,,
/company/trusight,Trusight,http://trusight.com,software,"200,000",operating,USA,CA,SF Bay,Cupertino,1,12/31/03, 2008-01 ,2008-Q1,2008,12/19/06,12/19/06,,,,,,,,,
/company/trusper,Trusper,http://trusper.com,web,"6,170,000",operating,USA,CA,SF Bay,San Jose,1,12/31/07, 2012-01 ,2012-Q1,2012,3/5/10,3/5/10,11/30/09,,,,,,,,
/company/trust-digital,Trust Digital,http://trustdigital.com,mobile,"23,500,000",acquired,USA,VA,Washington DC,McLean,3,2/28/99, 2003-03 ,2003-Q1,2003,11/3/01,7/28/05,5/23/06,,,,,,,,
/company/trust-metrics,Trust Metrics,http://www.trustmetrics.com,advertising,"500,000",operating,USA,NY,New York,New York,1,,,,,11/30/07,11/30/07,9/30/07,,,,,,,,
/company/trust-mico,Trust Mico,http://www.trustmico.com,ecommerce,"310,473",operating,GBR,,Cardiff,Cardiff,1,7/16/07, 2011-07 ,2011-Q3,2011,12/31/06,12/31/06,12/31/06,,,,,,,,
/company/trustalert,TrustAlert,http://www.trustalert.com,software,"2,826,000",operating,NLD,,Netherlands - Other,,1,,,,,7/15/05,7/15/05,,,,,,,,,
/company/trustcloud,TrustCloud,http://trustcloud.com,enterprise,"500,000",operating,USA,NY,New York,New York,1,9/30/05, 2009-10 ,2009-Q4,2009,12/31/05,12/31/05,1/31/08,,,,,,,,
/company/trustmob,TrustDegrees,http://www.trustdegrees.com,web,"11,000",closed,USA,NY,Kenmore,Kenmore,2,2/28/07, 2011-03 ,2011-Q1,2011,4/16/07,6/8/07,6/20/07,,,,,,,,
/company/truste,TRUSTe,http://www.truste.com,enterprise,"37,000,000",operating,USA,CA,SF Bay,San Francisco,3,12/31/92, 1997-01 ,1997-Q1,1997,7/14/04,1/22/08,10/12/09,,,,,,,,
/company/trusted-insight,Trusted Insight,http://www.thetrustedinsight.com,web,,operating,USA,NY,New York,New York,2,12/31/05, 2010-01 ,2010-Q1,2010,5/21/06,8/20/09,10/14/08,,,,,,,,
/company/trustedopinion,Trusted Opinion,http://www.trustedopinion.com,social,"4,715,000",closed,USA,CA,SF Bay,Palo Alto,3,2/28/02, 2006-03 ,2006-Q1,2006,2/28/02,8/31/05,8/31/06,,,,,,,,
/company/trustedad,TrustedAd,http://trustedad.com,advertising,"300,000",operating,USA,CA,SF Bay,Menlo Park,1,1/13/07, 2011-01 ,2011-Q1,2011,5/30/08,5/30/08,1/8/08,,,,,,,,
/company/trustedid,TrustedID,http://www.trustedid.com,security,"25,000,000",acquired,USA,CA,SF Bay,Palo Alto,3,12/31/00, 2005-01 ,2005-Q1,2005,9/30/01,10/17/03,10/31/04,,,,,,,,
/company/trustedplaces,TrustedPlaces,http://trustedplaces.com,social,"1,000,000",acquired,GBR,,London,London,1,3/31/02, 2006-04 ,2006-Q2,2006,2/25/03,2/25/03,5/19/06,,,,,,,,
/company/trustedsafe,trustedsafe,http://www.trustedsafe.de,security,"714,250",closed,DEU,,Berlin,Berlin,1,6/15/07, 2011-06 ,2011-Q2,2011,8/31/07,8/31/07,6/15/07,,,,,,,,
/company/trusteer,Trusteer,http://www.trusteer.com,security,"10,100,000",acquired,USA,MA,Boston,Boston,2,11/30/02, 2006-12 ,2006-Q4,2006,10/31/02,10/20/04,8/14/09,,,,,,,,
/company/trustegg,TrustEgg,http://www.trustegg.com,social,"1,150,000",operating,USA,CA,San Diego,San Diego,2,12/31/06, 2011-01 ,2011-Q1,2011,2/19/08,12/19/09,8/31/09,,,,,,,,
/company/trustev,Trustev,http://www.trustev.com,security,"3,800,000",operating,IRL,,Cork,Cork,3,12/31/07, 2012-01 ,2012-Q1,2012,2/13/09,12/15/09,12/15/09,,,,,,,,
/company/trustgo,TrustGo,http://trustgo.com,security,"1,500,000",acquired,USA,CA,SF Bay,Santa Clara,2,6/7/07, 2011-06 ,2011-Q2,2011,12/31/06,7/30/08,5/1/08,,,,,,,,
/company/trusthop,TrustHop,http://www.trusthop.com,web,,acquired,USA,CA,SF Bay,Redwood City,1,11/30/04, 2008-12 ,2008-Q4,2008,12/20/07,12/20/07,9/23/06,,,,,,,,
/company/trustid,TrustID,http://www.trustid.com,security,"14,000,000",operating,USA,OR,Portland,Portland,3,12/31/02, 2007-01 ,2007-Q1,2007,1/13/06,2/13/09,3/31/06,,,,,,,,
/company/trustifi,Trustifi,http://trustifi.com,software,"1,000,000",operating,USA,NV,Las Vegas,Las Vegas,1,12/31/00, 2005-01 ,2005-Q1,2005,12/18/08,12/18/08,,,,,,,,,
/company/trustpilot,Trustpilot,http://www.trustpilot.com,web,"43,400,000",operating,DNK,,DNK,Copenhagen,4,12/31/02, 2007-01 ,2007-Q1,2007,1/27/07,1/12/10,10/11/09,,,,,,,,
/company/trustpoint-international,TrustPoint International,http://trustpointintl.com,legal,"1,000,000",operating,USA,GA,Atlanta,Atlanta,1,12/31/03, 2008-01 ,2008-Q1,2008,9/15/06,9/15/06,,,,,,,,,
/company/trustradius,TrustRadius,http://www.trustradius.com,other,"5,000,000",operating,USA,TX,Austin,Austin,1,5/31/08, 2012-06 ,2012-Q2,2012,7/14/09,7/14/09,9/30/09,,,,,,,,
/company/trustribe,Trustribe,http://www.trustribe.com,software,,operating,USA,CA,SF Bay,San Francisco,1,12/31/08, 2013-01 ,2013-Q1,2013,8/31/09,8/31/09,12/31/08,,,,,,,,
/company/trustteam,TrustTeam,http://www.trustteam.be,software,,operating,BEL,,Marke,Marke,1,,,,,10/6/07,10/6/07,,,,,,,,,
/company/trustyou,TrustYou,http://www.trustyou.com,hospitality,"5,000,000",operating,DEU,,Munich,Munich,1,,,,,9/19/07,9/19/07,12/31/08,,,,,,,,
/company/trutap,Trutap,http://www.trutap.com,software,"14,500,000",closed,GBR,,London,Cambridge,3,1/19/85, 1989-01 ,1989-Q1,1989,9/30/01,6/30/03,11/30/04,,,,,,,,
/company/trutouch-technologies,TruTouch Technologies,http://www.trutouchtechnologies.com,manufacturing,"23,062,342",operating,USA,NM,Albuquerque,Albuquerque,9,12/31/00, 2005-01 ,2005-Q1,2005,10/31/01,10/30/09,3/31/08,,,,,,,,
/company/truveris,Truveris,http://truveris.com,software,"13,800,000",operating,USA,NY,New York,New York,2,12/31/04, 2009-01 ,2009-Q1,2009,1/31/07,2/22/08,5/15/08,,,,,,,,
/company/truviso,Truviso,http://www.truviso.com,analytics,"3,000,000",acquired,USA,CA,SF Bay,Foster City,1,12/31/00, 2005-01 ,2005-Q1,2005,7/19/05,7/19/05,,,,,,,,,
/company/truzip,Truzip,http://www.truzip.com,real_estate,"50,000",operating,USA,CA,Los Angeles,Los Angeles,1,9/16/07, 2011-09 ,2011-Q3,2011,4/14/07,4/14/07,5/15/07,,,,,,,,
/company/trx-systems,TRX Systems,http://www.trxsystems.com,software,"2,000,000",operating,USA,MD,Washington DC,Greenbelt,2,12/31/99, 2004-01 ,2004-Q1,2004,5/8/08,11/11/08,6/21/08,,,,,,,,
/company/trylife,TryLife,http://trylife.tv,games_video,"226,610",operating,GBR,,Newcastle,Newcastle upon Tyne,1,,,,,8/8/08,8/8/08,,,,,,,,,
/company/tryolabs,Tryolabs,http://www.tryolabs.com,software,,operating,URY,,Montevideo,Montevideo,1,8/31/06, 2010-09 ,2010-Q3,2010,10/31/08,10/31/08,1/3/08,,,,,,,,
/company/tryton-medical,Tryton Medical,http://www.trytonmedical.com,medical,"66,267,224",operating,USA,NC,Raleigh-Durham,Durham,3,12/31/98, 2003-01 ,2003-Q1,2003,9/13/06,1/8/09,5/3/07,,,,,,,,
/company/tsavo,Tsavo Media,http://tsavo.com,web,,acquired,USA,CA,Los Angeles,santa monica,1,7/31/04, 2008-08 ,2008-Q3,2008,7/31/04,7/31/04,7/31/07,,,,,,,,
/company/tso3,TSO3,http://www.tso3.com,health,"120,000",operating,CAN,,Canada - Other,,1,,,,,3/9/06,3/9/06,,,,,,,,,
/company/tssi-systems,TSSI Systems,http://www.tssi.co.uk,security,"6,084,330",operating,GBR,,Swindon,Swindon,1,,,,,7/25/01,7/25/01,,,,,,,,,
/company/tsumobi,tsumobi,http://tsumobi.com,software,,operating,USA,MA,Boston,Cambridge,3,3/8/03, 2007-03 ,2007-Q1,2007,12/31/02,5/8/04,12/31/06,,,,,,,,
/company/tti-turner-technology-instruments,TTi Turner Technology Instruments,,biotech,"3,069,949",operating,CAN,,Ottawa,Ottawa,1,,,,,6/14/05,6/14/05,,,,,,,,,
/company/tts-pharma,TTS Pharma,http://ttspharma.com,biotech,"880,895",operating,GBR,,Liverpool,Liverpool,1,,,,,11/30/08,11/30/08,,,,,,,,,
/company/ttwick,ttwick,http://www.ttwick.com,analytics,"455,000",operating,USA,NY,New York,New York,1,12/31/07, 2012-01 ,2012-Q1,2012,5/2/09,5/2/09,,,,,,,,,
/company/tu-closet-mi-closet,Tu Closet Mi Closet,http://www.tuclosetmicloset.com,fashion,"40,000",operating,,,unknown,,1,12/14/07, 2011-12 ,2011-Q4,2011,5/14/08,5/14/08,,,,,,,,,
/company/tu-otro-super,Tu Otro Super,,ecommerce,"261,260",operating,,,unknown,,1,,,,,10/21/08,10/21/08,,,,,,,,,
/company/tu-nr,tu.nr,http://tu.nr,software,"14,000",closed,,,unknown,,1,,,,,5/31/06,5/31/06,,,,,,,,,
/company/tuan800,Tuan800,http://www.tuan800.com/homepage,ecommerce,,operating,CHN,,Beijing,Beijing,1,5/31/06, 2010-06 ,2010-Q2,2010,12/31/05,12/31/05,,,,,,,,,
/company/tubaloo,Tubaloo,http://tubaloo.com,mobile,"1,250,000",operating,USA,OR,Portland,Portland,2,2/2/02, 2006-02 ,2006-Q1,2006,10/31/02,11/30/04,12/31/02,,,,,,,,
/company/tube2tone,Tube2Tone,http://tube2tone.com,mobile,"90,000",closed,USA,NY,New York,New York,1,8/18/05, 2009-08 ,2009-Q3,2009,8/31/05,8/31/05,,,,,,,,,
/company/tubemogul,TubeMogul,http://www.tubemogul.com,advertising,"53,157,047",operating,USA,CA,SF Bay,Emeryville,7,10/31/02, 2006-11 ,2006-Q4,2006,10/14/03,5/28/09,3/25/10,,,,,,,,
/company/tubing-operations-for-humanitarian-logistics-t-o-h-l,Tubing Operations for Humanitarian Logistics (T.O.H.L.),http://www.thetohl.com,enterprise,"40,000",operating,USA,GA,Atlanta,Atlanta,1,12/31/07, 2012-01 ,2012-Q1,2012,4/9/08,4/9/08,,,,,,,,,
/company/tubular-labs,Tubular Labs,http://tubularlabs.com,analytics,"4,150,000",operating,USA,CA,SF Bay,Mountain View,3,4/16/08, 2012-04 ,2012-Q2,2012,10/2/08,6/24/09,,,,,,,,,
/company/tuc-managed-it-solutions-ltd,TUC Managed IT Solutions Ltd.,http://www.tucmanaged.com,software,"1,000,000",operating,CAN,,Ottawa,Ottawa,1,12/31/01, 2006-01 ,2006-Q1,2006,3/15/06,3/15/06,,,,,,,,,
/company/tucker-auto-mation,Tucker Auto-Mation,http://tuckerauto-mation.com,manufacturing,"250,000",operating,USA,PA,TBD,North Versailles,1,12/31/08, 2013-01 ,2013-Q1,2013,3/11/10,3/11/10,,,,,,,,,
/company/tucker-blair,Tucker Blair,http://www.tuckerblair.com,,"610,000",operating,USA,MA,Boston,Boston,1,12/31/08, 2013-01 ,2013-Q1,2013,9/3/09,9/3/09,7/31/09,,,,,,,,
/company/tucoola,Tucoola,http://www.Tucoola.com,games_video,"350,000",operating,ISR,,Raanana,Ra'anana,1,11/14/04, 2008-11 ,2008-Q4,2008,6/30/05,6/30/05,,,,,,,,,
/company/tucreaz-com-application,TuCreaz.com Application,http://www.tucreaz.com,ecommerce,"40,000",operating,CHL,,Santiago,Santiago,1,,,,,7/16/08,7/16/08,,,,,,,,,
/company/tudou,Tudou,http://www.tudou.com,photo_video,"126,000,000",ipo,CHN,,Shanghai,Shanghai,3,12/31/00, 2005-01 ,2005-Q1,2005,7/15/03,8/4/06,3/11/09,,,,,,,,
/company/tuee,Tuee,http://tuee.it,analytics,"50,000",operating,USA,DC,Washington DC,,1,,,,,3/10/09,3/10/09,8/31/08,,,,,,,,
/company/tuenti-technologies,Tuenti Technologies,http://www.tuenti.com,social,"12,004,200",acquired,ESP,,Madrid,Madrid,1,4/30/02, 2006-05 ,2006-Q2,2006,3/23/06,3/23/06,7/10/08,,,,,,,,
/company/tugende,Tugende,http://tugendedriven.com,local,"300,000",operating,UGA,,Kampala,Kampala,1,12/31/08, 2013-01 ,2013-Q1,2013,12/9/09,12/9/09,,,,,,,,,
/company/tugg,Tugg,http://Tugg.com,ecommerce,"465,000",operating,USA,TX,Austin,Austin,2,,,,,9/26/07,1/27/09,,,,,,,,,
/company/tuicool,Tuicool,http://www.tuicool.com,,,operating,,,unknown,,1,,,,,1/27/10,1/27/10,,,,,,,,,
/company/tuition-io,Tuition.io,http://www.tuition.io,finance,"1,000,000",operating,USA,CA,Los Angeles,Santa Monica,1,,,,,2/27/09,2/27/09,2/26/09,,,,,,,,
/company/tuizzi-com,Tuizzi,http://www.TUIZZI.com,advertising,,operating,PRT,,Porto,Porto,1,4/11/07, 2011-04 ,2011-Q2,2011,5/31/09,5/31/09,4/11/07,,,,,,,,
/company/tujia,Tujia,http://tujia.com,,"55,000,000",operating,CHN,,Chaoyang District,Chaoyang District,2,12/31/06, 2011-01 ,2011-Q1,2011,5/15/08,2/15/09,,,,,,,,,
/company/tulane-university-new-olreans,Tulane University,http://tulane.edu,education,"6,000,000",operating,USA,LA,New Orleans,New Orleans,2,,,,,9/4/09,12/21/09,12/31/96,,,,,,,,
/company/tulare-community-health-clinic,Tulare Community Health Clinic,http://tchci.com,health,"316,667",operating,USA,CA,TBD,Tulare,1,12/31/90, 1995-01 ,1995-Q1,1995,11/10/09,11/10/09,,,,,,,,,
/company/tulip-retail,Tulip Retail,http://www.tulip.io,ecommerce,"2,400,000",operating,CAN,,Kitchener,Kitchener,1,3/31/09, 2013-04 ,2013-Q2,2013,10/2/09,10/2/09,12/31/09,,,,,,,,
/company/tuloko,Tuloko,http://www.tuloko.com,ecommerce,"40,000",operating,USA,MN,Minneapolis,Minneapolis,1,,,,,12/12/09,12/12/09,,,,,,,,,
/company/tumanitas,TuManitas,http://www.tumanitas.com,web,"427,410",operating,ESP,,Barcelona,Barcelona,2,10/28/05, 2009-10 ,2009-Q4,2009,5/1/05,12/31/06,1/15/08,,,,,,,,
/company/tumbie,Tumbie,http://www.tumbie.com,public_relations,"238,660",closed,DEU,,Starnberg,Starnberg,2,1/31/07, 2011-02 ,2011-Q1,2011,12/31/06,5/31/07,12/31/06,,,,,,,,
/company/tumblr,Tumblr,http://tumblr.com,web,"125,250,000",acquired,USA,NY,New York,New York,6,1/31/03, 2007-02 ,2007-Q1,2007,10/30/03,12/31/07,1/27/10,,,,,,,,
/company/tumri,Tumri,http://www.tumri.com,advertising,"31,000,000",acquired,USA,,TBD,,5,12/31/99, 2004-01 ,2004-Q1,2004,12/31/00,6/21/05,7/25/08,,,,,,,,
/company/tunaspot,Tunaspot,http://www.tunaspot.com,music,"524,320",operating,SWE,,Malmo,Malm_,2,12/31/06, 2011-01 ,2011-Q1,2011,6/3/09,6/26/09,,,,,,,,,
/company/tunecore,TuneCore,http://www.tunecore.com,music,"7,000,000",operating,USA,NY,New York,Brooklyn,1,10/31/01, 2005-11 ,2005-Q4,2005,10/25/04,10/25/04,12/31/08,,,,,,,,
/company/tuneenergy,Tuneenergy,http://tuneenergy.com,,,operating,USA,TX,Houston,Houston,1,,,,,5/23/08,5/23/08,,,,,,,,,
/company/tunego,TuneGO,http://tunego.com,games_video,"20,446",operating,USA,NV,Las Vegas,Henderson,1,12/31/08, 2013-01 ,2013-Q1,2013,12/8/09,12/8/09,,,,,,,,,
/company/tunein-inc,TuneIn,http://tunein.com,games_video,"50,152,231",operating,USA,CA,SF Bay,Palo Alto,6,12/31/97, 2002-01 ,2002-Q1,2002,9/30/99,5/28/09,4/30/09,,,,,,,,
/company/tunein-twitter-dashboard,TuneIn Twitter Dashboard,,,"500,000",closed,,,unknown,,1,,,,,6/30/05,6/30/05,,,,,,,,,
/company/tunepatrol,TunePatrol,http://tunepatrol.com,games_video,"20,000",operating,IND,,unknown,Bnangalore,1,3/29/08, 2012-03 ,2012-Q1,2012,7/31/08,7/31/08,3/29/08,,,,,,,,
/company/abaltat,Tunepresto,http://www.tunepresto.com,music,"263,400",closed,IRL,,Galway,Galway,1,12/31/03, 2008-01 ,2008-Q1,2008,12/31/02,12/31/02,12/31/06,,,,,,,,
/company/tunesat,Tunesat,http://tunesat.com,games_video,"8,350,000",operating,USA,NY,New York,New York,4,12/31/02, 2007-01 ,2007-Q1,2007,2/10/06,3/21/09,12/31/06,,,,,,,,
/company/tunespeak,Tunespeak,http://www.tunespeak.com,music,"550,000",operating,USA,MO,Saint Louis,St. Louis,2,4/30/07, 2011-05 ,2011-Q2,2011,8/31/08,7/7/09,6/30/09,,,,,,,,
/company/tunespotter,Tunespotter,,software,"475,000",operating,USA,NY,New York,New York,1,12/31/05, 2010-01 ,2010-Q1,2010,11/20/08,11/20/08,,,,,,,,,
/company/tunessence,Tunessence,http://www.tunessence.com,education,,operating,USA,PA,Pittsburg,Pittsburgh,1,12/31/07, 2012-01 ,2012-Q1,2012,10/24/08,10/24/08,,,,,,,,,
/company/tunestars,TuneStars,http://www.tunestars.com,social,,operating,,,unknown,,1,3/31/09, 2013-04 ,2013-Q2,2013,3/31/09,3/31/09,,,,,,,,,
/company/tuneup,TuneUp,http://tuneupmedia.com,music,"15,600,000",operating,USA,CA,SF Bay,San Francisco,4,7/31/03, 2007-08 ,2007-Q3,2007,5/18/05,2/16/07,9/18/08,,,,,,,,
/company/tunewiki,TuneWiki,http://tunewiki.com,music,"10,000,000",operating,USA,CA,Los Angeles,Santa Monica,2,11/30/03, 2007-12 ,2007-Q4,2007,3/31/04,2/7/06,2/13/07,,,,,,,,
/company/tunezy,Tunezy,http://www.tunezy.com,music,,acquired,CAN,,Toronto,Toronto,1,,,,,4/9/08,4/9/08,,,,,,,,,
/company/tungle,Tungle.me,http://www.tungle.me,enterprise,"6,360,000",acquired,CAN,,Montreal,Montreal,2,12/31/01, 2006-01 ,2006-Q1,2006,5/7/03,10/2/04,1/22/09,,,,,,,,
/company/tunii,Tunii,http://www.tunii.com,music,"100,000",operating,USA,CA,Los Angeles,Orange,1,6/28/08, 2012-06 ,2012-Q2,2012,6/29/08,6/29/08,6/29/08,,,,,,,,
/company/tuniu-com,Tuniu,http://www.tuniu.com,travel,"123,000,000",operating,CHN,,TBD,Beijng,4,12/31/01, 2006-01 ,2006-Q1,2006,2/28/05,8/31/09,,,,,,,,,
/company/tupalo,Tupalo,http://tupalo.com,web,"101,475",acquired,AUT,,Vienna,Vienna,4,12/31/02, 2007-01 ,2007-Q1,2007,12/31/02,4/30/06,,,,,,,,,
/company/tuquejasuma,tuQuejaSuma,http://tuquejasuma.com,web,"40,000",operating,ARG,,Argentina - Other,,1,7/30/08, 2012-07 ,2012-Q3,2012,11/20/09,11/20/09,,,,,,,,,
/company/turbine,Turbine,http://www.turbine.com,games_video,"76,600,000",acquired,USA,MA,Boston,Westwood,3,,,,,5/8/01,8/9/05,5/2/07,,,,,,,,
/company/turbine-air-systems,Turbine Air Systems,http://www.tas.com,manufacturing,"62,000,000",operating,USA,TX,Houston,Houston,2,12/31/94, 1999-01 ,1999-Q1,1999,6/3/05,9/23/09,12/31/08,,,,,,,,
/company/turbine-truck-engines,Turbine Truck Engines,http://ttengines.com,automotive,"10,000,000",ipo,USA,FL,unknown,Paisley,1,,,,,8/5/09,8/5/09,,,,,,,,,
/company/turbo-studios,Turbo Studios,http://turbostudios.com,photo_video,,operating,USA,NY,New York,Brooklyn,1,12/31/08, 2013-01 ,2013-Q1,2013,3/10/10,3/10/10,,,,,,,,,
/company/turbo-trac-usa,Turbo-Trac USA,http://turbo-trac.com,hardware,"200,000",operating,USA,TX,Dallas,Frisco,1,12/31/96, 2001-01 ,2001-Q1,2001,8/29/08,8/29/08,,,,,,,,,
/company/turbobotz,turboBOTZ,http://www.turbobotz.com,games_video,"250,000",closed,USA,IL,Chicago,Chicago,2,,,,,12/31/05,3/3/07,,,,,,,,,
/company/turbocoating,Turbocoating,http://www.turbocoating.com,manufacturing,"26,112,000",operating,ITA,,Rubbiano di Solignano,Rubbiano di Solignano (PR),1,12/31/68, 1973-01 ,1973-Q1,1973,1/8/09,1/8/09,,,,,,,,,
/company/turbogen,Turbogen,,,"170,000",operating,USA,NV,Reno,RENO,1,,,,,11/13/09,11/13/09,,,,,,,,,
/company/turbulenz,Turbulenz,http://www.turbulenz.com,games_video,"5,000,000",operating,GBR,,London,Guildford,1,12/31/04, 2009-01 ,2009-Q1,2009,11/9/06,11/9/06,7/31/09,,,,,,,,
/company/turf-geography-club,Turf Geography Club,http://www.turfgeographyclub.com,mobile,"890,000",closed,USA,NY,New York,New York,2,12/31/06, 2011-01 ,2011-Q1,2011,8/14/07,8/1/08,,,,,,,,,
/company/turing-data,Turing Data,http://www.turingdata.com,analytics,"1,000,000",operating,GRC,,Athens,Athens,1,12/31/06, 2011-01 ,2011-Q1,2011,12/26/07,12/26/07,10/31/09,,,,,,,,
/company/turn,Turn,http://www.turn.com,advertising,"144,829,574",operating,USA,CA,SF Bay,Redwood City,7,12/31/99, 2004-01 ,2004-Q1,2004,12/31/00,1/12/10,2/23/10,,,,,,,,
/company/turned-on-digital,Turned On Digital,http://www.turnedondigital.com,mobile,"45,000",operating,GBR,,London,London,1,5/31/06, 2010-06 ,2010-Q2,2010,5/31/06,5/31/06,5/31/06,,,,,,,,
/company/turnhere-inc,"TurnHere, Inc.",,web,"11,750,000",operating,USA,CA,SF Bay,Emeryville,4,12/31/00, 2005-01 ,2005-Q1,2005,10/31/02,5/31/08,1/17/07,,,,,,,,
/company/turningart,TurningArt,http://www.turningart.com,design,"2,250,000",operating,USA,MA,Boston,Cambridge,2,12/31/04, 2009-01 ,2009-Q1,2009,5/22/07,5/22/08,5/22/08,,,,,,,,
