permalink,name,homepage_url,category_code, funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at, founded_month ,founded_quarter,founded_year,first_funding_at,last_funding_at,last_milestone_at,overview,tag_list,image1,image2,image3,number_of_employees,office_latitude,office_longitude
/company/tokutek,Tokutek,http://tokutek.com,enterprise,"4,800,000",operating,USA,MA,Boston,Lexington,3,12/31/01, 2006-01 ,2006-Q1,2006,8/19/06,10/31/08,12/31/06,,,,,,,,
/company/tokyo-otaku-mode,Tokyo Otaku Mode,http://otakumode.com,news,,operating,JPN,,Tokyo,Tokyo,1,7/31/08, 2012-08 ,2012-Q3,2012,7/29/08,7/29/08,9/30/08,,,,,,,,
/company/toldo,Toldo,http://tol.do,ecommerce,"40,000",operating,ESP,,Madrid,Madrid,1,12/31/07, 2012-01 ,2012-Q1,2012,7/24/07,7/24/07,,,,,,,,,
/company/tolera-therapeutics,Tolera Therapeutics,http://www.tolera.com,biotech,"12,073,710",operating,USA,MI,Kalamazoo,Kalamazoo,5,12/31/02, 2007-01 ,2007-Q1,2007,6/15/04,10/7/09,,,,,,,,,
/company/tolero-pharmaceuticals,Tolero Pharmaceuticals,http://toleropharmaceuticals.com,biotech,"3,334,560",operating,USA,UT,Salt Lake City,Salt Lake City,1,12/31/06, 2011-01 ,2011-Q1,2011,7/26/08,7/26/08,,,,,,,,,
/company/tolerx,Tolerx,http://www.tolerx.com,biotech,"1,500,000",closed,USA,MA,Boston,Cambridge,1,,,,,11/30/06,11/30/06,12/13/06,,,,,,,,
/company/tolingo,tolingo,http://www.tolingo.com,messaging,"600,000",operating,DEU,,Hamburg,Hamburg,3,3/31/04, 2008-04 ,2008-Q2,2008,7/31/04,5/23/07,3/31/07,,,,,,,,
/company/toltec-pharmaceuticals,TOLTEC PHARMACEUTICALS,,biotech,"2,025,200",operating,USA,IL,Chicago,Chicago,1,12/31/01, 2006-01 ,2006-Q1,2006,9/24/09,9/24/09,,,,,,,,,
/company/tolven-inc,Tolven Inc.,http://home.tolvenhealth.com,biotech,"3,614,333",operating,USA,CA,Sonoma,Sonoma,1,1/31/02, 2006-02 ,2006-Q1,2006,11/21/06,11/21/06,,,,,,,,,
/company/toma-biosciences,Toma Biosciences,,biotech,"3,597,498",operating,USA,CA,SF Bay,Foster City,1,12/31/06, 2011-01 ,2011-Q1,2011,1/21/10,1/21/10,,,,,,,,,
/company/tomfoolery,Tomfoolery,http://www.tomfoolery.com,mobile,"1,700,000",acquired,USA,CA,SF Bay,San Francisco,2,7/31/08, 2012-08 ,2012-Q3,2012,1/29/09,8/15/09,1/29/10,,,,,,,,
/company/tomi-environmental-solutions,TOMI Environmental Solutions,http://www.tomiesinc.com,cleantech,"4,375,000",operating,USA,CA,Los Angeles,Beverly Hills,2,12/31/02, 2007-01 ,2007-Q1,2007,5/29/04,4/16/09,12/31/06,,,,,,,,
/company/tomo-clases,Tomo Clases,http://www.tomoclases.com,education,"40,000",operating,CHL,,Santiago,Santiago,1,12/31/06, 2011-01 ,2011-Q1,2011,4/17/08,4/17/08,8/31/07,,,,,,,,
/company/tomodo,TOMODO,http://tomodo.com,web,,operating,ISR,,Tel Aviv,Tel Aviv,1,1/31/09, 2013-02 ,2013-Q1,2013,4/30/09,4/30/09,,,,,,,,,
/company/tomoguides,tomoguides,http://tomoguides.com,,,closed,,,unknown,,1,,,,,7/31/08,7/31/08,,,,,,,,,
/company/tomorrowish,Tomorrowish,http://www.tomorrowish.com,,,operating,USA,MA,Boston,Cambridge,1,12/31/02, 2007-01 ,2007-Q1,2007,5/31/09,5/31/09,,,,,,,,,
/company/toms-shoes,TOMS Shoes,http://www.toms.com,ecommerce,"300,000",operating,USA,CA,Los Angeles,Los Angeles,1,12/31/01, 2006-01 ,2006-Q1,2006,4/30/02,4/30/02,12/31/01,,,,,,,,
/company/tonara,Tonara,http://www.tonara.com,music,"4,750,000",operating,ISR,,Ramat Gan,Ramat Gan,2,8/31/04, 2008-09 ,2008-Q3,2008,12/31/06,7/30/08,11/22/09,,,,,,,,
/company/tonbo-imaging,Tonbo Imaging,http://tonboimaging.com,design,"6,400,000",operating,IND,,Bangalore,Bangalore,1,12/31/07, 2012-01 ,2012-Q1,2012,8/4/09,8/4/09,,,,,,,,,
/company/tonchidot,Tonchidot,http://tonchidot.com,mobile,"16,000,000",operating,JPN,,Tokyo,Tokyo,2,7/31/04, 2008-08 ,2008-Q3,2008,12/7/05,9/29/06,1/30/08,,,,,,,,
/company/tongal,Tongal,http://www.tongal.com,web,"16,000,000",operating,USA,CA,Los Angeles,Santa Monica,2,4/30/05, 2009-05 ,2009-Q2,2009,5/31/04,1/13/09,1/12/09,,,,,,,,
/company/tongbanjie,Tongbanjie,http://tongbanjie.com,finance,"10,000,000",operating,CHN,,Hangzhou,Hangzhou,2,,,,,12/31/08,12/9/09,,,,,,,,,
/company/tongcard-holdings,TongCard Holdings,http://www.tongcard.com,advertising,"1,300,000",operating,CHN,,Beijing,Beijing,1,,,,,8/7/07,8/7/07,,,,,,,,,
/company/tongtech,Tongtech,http://www.tongtech.com,software,"2,922,552",operating,CHN,,Beijing,Beijing,2,,,,,6/30/95,7/31/99,,,,,,,,,
/company/tongxue,Tongxue,http://www.tongxue.com,web,"6,000,000",closed,,,unknown,,1,3/1/09, 2013-03 ,2013-Q1,2013,3/5/05,3/5/05,,,,,,,,,
/company/tonic-health,Tonic Health,http://tonicforhealth.com,health,,operating,USA,CA,SF Bay,Palo Alto,1,,,,,3/13/10,3/13/10,,,,,,,,,
/company/tonix-pharmaceuticals-holding,Tonix Pharmaceuticals Holding,http://www.tonixpharma.com,biotech,"2,335,000",ipo,USA,NY,New York,New York,2,12/31/02, 2007-01 ,2007-Q1,2007,10/19/07,11/20/08,,,,,,,,,
/company/tonzof,TonZof,http://tonzof.com,ecommerce,"4,707,228",operating,USA,CO,Denver,Lakewood,1,,,,,2/20/10,2/20/10,,,,,,,,,
/company/toodalu,Toodalu,http://www.toodalu.com,mobile,"250,000",operating,USA,IL,Chicago,Chicago,1,12/31/05, 2010-01 ,2010-Q1,2010,3/7/06,3/7/06,,,,,,,,,
/company/tookitaki,Tookitaki,http://tookitaki.com,advertising,"425,000",operating,IND,,Kolkata,Kolkata,3,12/31/08, 2013-01 ,2013-Q1,2013,10/29/08,7/24/09,9/30/08,,,,,,,,
/company/toolmeet,Toolmeet,http://www.toolmeet.com,web,,closed,ITA,,Torino,torino,1,11/30/05, 2009-12 ,2009-Q4,2009,12/31/04,12/31/04,11/30/05,,,,,,,,
/company/toolwi,Toolwi,http://toolwi.com,web,,operating,,,unknown,,1,4/28/04, 2008-04 ,2008-Q2,2008,12/31/03,12/31/03,,,,,,,,,
/company/toolwire,ToolWire,http://toolwire.com,web,"350,000",operating,USA,CA,SF Bay,Pleasanton,1,12/31/94, 1999-01 ,1999-Q1,1999,3/31/05,3/31/05,12/31/94,,,,,,,,
/company/toontime,ToonTime,http://www.toonti.me,games_video,"125,000",operating,NLD,,Rotterdam,Rotterdam,1,12/31/07, 2012-01 ,2012-Q1,2012,12/31/07,12/31/07,12/31/07,,,,,,,,
/company/toopher,Toopher,http://www.toopher.com,security,"2,000,000",operating,USA,TX,Austin,Austin,1,8/31/07, 2011-09 ,2011-Q3,2011,1/30/09,1/30/09,3/31/08,,,,,,,,
/company/tooth-bank,Tooth Bank,,biotech,"200,000",operating,USA,IN,Indianapolis,Brownsburg,1,,,,,3/17/10,3/17/10,,,,,,,,,
/company/toothpick-com,Toothpick,http://www.toothpick.com,web,,operating,GBR,,Ilford,ILFORD,1,2/29/08, 2012-03 ,2012-Q1,2012,8/9/08,8/9/08,2/28/09,,,,,,,,
/company/top-doctors-labs,Top Doctors Labs,http://topdoctorslabs.com,medical,"18,750",operating,USA,FL,Gainesville,Gainesville,1,12/31/04, 2009-01 ,2009-Q1,2009,8/7/08,8/7/08,,,,,,,,,
/company/top-hand-rodeo-tour,Top Hand Rodeo Tour,http://sfcrodeogames.com,games_video,"250,000",operating,USA,CT,TBD,Conroe,1,12/31/05, 2010-01 ,2010-Q1,2010,12/28/06,12/28/06,,,,,,,,,
/company/top-hat-monocle,Top Hat,http://www.tophat.com,mobile,"12,050,840",operating,CAN,,Toronto,Toronto,4,3/16/05, 2009-03 ,2009-Q1,2009,1/26/06,1/17/09,5/8/09,,,,,,,,
/company/top-image-systems,Top Image Systems,http://topimagesystems.com,enterprise,"2,850,000",ipo,ISR,,Ramat Gan,Ramat Gan,1,12/31/86, 1991-01 ,1991-Q1,1991,6/20/07,6/20/07,12/31/03,,,,,,,,
/company/top-level-domain-holdings,Top Level Domain Holdings,http://www.tldh.org,other,"8,658,161",operating,GBR,,Tortola British Virgin Islands,Tortola British Virgin Islands,1,,,,,5/30/09,5/30/09,12/31/03,,,,,,,,
/company/top-prospect,Top Prospect,http://topprospect.com,,,closed,USA,CA,SF Bay,San Francisco,2,12/31/05, 2010-01 ,2010-Q1,2010,12/31/05,1/10/07,8/31/07,,,,,,,,
/company/top10-media,Top10 Media,,news,"3,500,000",acquired,USA,MA,Boston,Cambridge,1,12/31/00, 2005-01 ,2005-Q1,2005,10/29/02,10/29/02,,,,,,,,,
/company/top10-com,Top10.com,http://top10.com,travel,"12,400,000",operating,GBR,,London,London,3,1/31/07, 2011-02 ,2011-Q1,2011,9/19/07,3/1/10,2/23/07,,,,,,,,
/company/top100-cn,Top100.cn,http://top100.cn,music,"1,000,000",closed,,,unknown,,1,12/31/00, 2005-01 ,2005-Q1,2005,7/6/06,7/6/06,,,,,,,,,
/company/topadmit,Topadmit,http://www.topadmit.com,education,"80,000",operating,CHN,,Beijing,Beijing,1,7/31/05, 2009-08 ,2009-Q3,2009,9/30/05,9/30/05,5/20/09,,,,,,,,
/company/topanga-technologies,Topanga Technologies,http://www.topangatech.com,cleantech,,operating,USA,CA,Los Angeles,Canoga Park,1,12/31/00, 2005-01 ,2005-Q1,2005,2/10/04,2/10/04,8/26/06,,,,,,,,
/company/topblip,TopBlip,http://www.gigg.com,,"1,500,000",operating,USA,UT,Salt Lake City,Pleasant Grove,1,,,,,2/24/09,2/24/09,6/30/06,,,,,,,,
/company/topcat-research,TopCat Research,http://www.topcat-research.com,biotech,"80,606",operating,GBR,,Gwynedd,Gwynedd,1,,,,,7/13/07,7/13/07,,,,,,,,,
/company/topchalks,TopChalks,http://www.topchalks.com,software,"3,800,000",operating,USA,CA,SF Bay,Santa Clara,1,,,,,6/9/04,6/9/04,,,,,,,,,
/company/topcoder,TopCoder,http://www.topcoder.com,software,"11,311,711",acquired,USA,CT,Glastonbury,Glastonbury,1,3/31/97, 2001-04 ,2001-Q2,2001,5/9/06,5/9/06,9/16/09,,,,,,,,
/company/topcom-europe,Topcom Europe,http://www.topcom.net,hardware,"9,980,000",operating,BEL,,Heverlee,Heverlee,1,12/31/86, 1991-01 ,1991-Q1,1991,8/31/01,8/31/01,,,,,,,,,
/company/topdeejays,TopDeejays,http://topdeejays.com,music,"53,248",operating,SVN,,Ljubljana,Ljubljana,1,2/29/08, 2012-03 ,2012-Q1,2012,2/29/08,2/29/08,2/29/08,,,,,,,,
/company/topdown-conservation,TopDown Conservation,http://topdownconservation.com,software,"50,000",operating,USA,NY,Rochester,Rochester,1,12/31/03, 2008-01 ,2008-Q1,2008,12/31/04,12/31/04,8/31/05,,,,,,,,
/company/topell-energy,Topell Energy,http://www.topellenergy.com,cleantech,"16,307,200",operating,NLD,,Netherlands - Other,,1,,,,,6/10/08,6/10/08,,,,,,,,,
/company/topera,Topera,http://www.toperamedical.com,medical,"31,518,531",operating,USA,CA,San Diego,San Diego,3,12/31/05, 2010-01 ,2010-Q1,2010,5/14/08,4/24/09,,,,,,,,,
/company/topfachhandel-ug,TopFachhandel UG,http://www.topfachhandel.de,search,,operating,DEU,,Berlin,Berlin,1,8/31/07, 2011-09 ,2011-Q3,2011,8/31/08,8/31/08,8/31/07,,,,,,,,
/company/topfloor,TopFloor,http://www.topfloor.com,social,"6,000,000",operating,USA,CA,Los Angeles,Santa Monica,1,12/31/07, 2012-01 ,2012-Q1,2012,10/15/08,10/15/08,,,,,,,,,
/company/topguest,Topguest,http://www.topguest.com,enterprise,"2,000,000",acquired,USA,CA,SF Bay,San Francisco,1,5/31/06, 2010-06 ,2010-Q2,2010,11/17/06,11/17/06,12/12/07,,,,,,,,
/company/topic,Topic,http://trytopic.com,social,,operating,USA,CA,Los Angeles,Torrance,1,,,,,11/25/08,11/25/08,,,,,,,,,
/company/topica,Topica Pharmaceuticals,http://www.topicapharma.com,biotech,"58,519,071",operating,USA,CA,SF Bay,Palo Alto,2,12/31/99, 2004-01 ,2004-Q1,2004,10/17/07,6/9/09,10/31/94,,,,,,,,
/company/topicmarks,Topicmarks,http://topicmarks.com,web,"150,000",acquired,,,unknown,,1,12/31/04, 2009-01 ,2009-Q1,2009,3/17/07,3/17/07,3/16/09,,,,,,,,
/company/topio,Topio,http://www.topio.com,enterprise,"16,000,000",acquired,,,unknown,,2,,,,,4/24/01,6/29/02,12/31/00,,,,,,,,
/company/topivert,TopiVert,http://www.imperialinnovations.co.uk,medical,"19,328,351",operating,USA,,Columbus,London,2,,,,,12/5/07,1/11/10,,,,,,,,,
/company/topix,Topix,http://topix.com,news,"15,000,000",operating,USA,CA,SF Bay,Palo Alto,2,5/31/98, 2002-06 ,2002-Q2,2002,2/28/01,10/31/02,7/31/09,,,,,,,,
/company/topline-game-labs,TopLine Game Labs,http://toplinegamelabs.com,games_video,"25,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,12/31/08, 2013-01 ,2013-Q1,2013,6/25/09,6/25/09,,,,,,,,,
/company/toplist,Toplist,http://www.toplistapp.co,ecommerce,"250,000",operating,,,unknown,,1,7/31/09, 2013-08 ,2013-Q3,2013,7/31/09,7/31/09,,,,,,,,,
/company/toplog,TopLog,http://www.toplog.ca,software,"400,000",operating,CAN,,Nova Scotia,Nova Scotia,1,12/31/08, 2013-01 ,2013-Q1,2013,12/11/09,12/11/09,12/31/08,,,,,,,,
/company/topopps,TopOPPS,http://www.topopps.com,software,"700,000",operating,,,unknown,,1,12/31/09, 2014-01 ,2014-Q1,2014,3/16/10,3/16/10,1/31/10,,,,,,,,
/company/toppatch,TopPatch,http://www.toppatch.com,security,"750,000",operating,USA,NY,New York,New York,1,,,,,8/22/08,8/22/08,,,,,,,,,
/company/toppic,Toppic,http://toppic.com,photo_video,"370,000",operating,USA,NY,New York,New York City,2,1/29/09, 2013-01 ,2013-Q1,2013,1/30/09,5/31/09,,,,,,,,,
/company/topple-track,Topple Track,http://toppletrack.com,software,"250,000",operating,USA,NC,Asheville,Asheville,1,7/31/08, 2012-08 ,2012-Q3,2012,12/31/08,12/31/08,,,,,,,,,
/company/toprealty,TopRealty,http://www.toprealty.ca,real_estate,"315,000",operating,GBR,,Alberta,Alberta,1,12/31/70, 1975-01 ,1975-Q1,1975,5/31/06,5/31/06,,,,,,,,,
/company/topschool,TopSchool,http://www.topschoolinc.com,education,"20,700,000",operating,USA,CO,Denver,Denver,4,4/30/04, 2008-05 ,2008-Q2,2008,6/16/04,3/14/08,,,,,,,,,
/company/topsec,TOPSEC,http://www.topsec.com.cn,security,"12,000,000",operating,CHN,,Beijing,Beijing,1,,,,,5/31/00,5/31/00,,,,,,,,,
/company/topshelf-clothes,TopShelf Clothes,http://www.topshelfclothes.com,ecommerce,,operating,USA,NY,New York,New York,1,,,,,8/7/08,8/7/08,7/31/09,,,,,,,,
/company/topspin-media,Topspin Media,http://topspinmedia.com,software,,acquired,USA,CA,Los Angeles,Santa Monica,2,5/31/03, 2007-06 ,2007-Q2,2007,8/31/03,7/6/04,12/31/08,,,,,,,,
/company/topsy-labs,Topsy Labs,http://topsy.com,analytics,"35,200,000",acquired,USA,CA,SF Bay,San Francisco,6,1/14/03, 2007-01 ,2007-Q1,2007,12/31/03,9/30/08,1/31/10,,,,,,,,
/company/toptal,Toptal,http://www.toptal.com,software,,operating,USA,CA,SF Bay,"Palo Alto,",1,12/31/05, 2010-01 ,2010-Q1,2010,6/30/08,6/30/08,12/31/07,,,,,,,,
/company/toptechphoto,TopTechPhoto,http://toptechphoto.com,software,"150,000",operating,UKR,,Kharkov,Kharkov,1,12/11/08, 2012-12 ,2012-Q4,2012,7/3/09,7/3/09,9/8/09,,,,,,,,
/company/toptenreviews,TopTenREVIEWS,http://www.toptenreviews.com,web,"7,500,001",operating,,,unknown,,2,12/31/98, 2003-01 ,2003-Q1,2003,7/2/04,1/10/06,9/19/07,,,,,,,,
/company/topvisible,TopVisible,http://topvisible.se,advertising,,operating,SWE,,Malmo,Malm_,1,12/31/06, 2011-01 ,2011-Q1,2011,5/31/09,5/31/09,6/30/09,,,,,,,,
/company/tora-trading-services,Tora Trading Services,http://www.tora.com,finance,"36,400,000",operating,JPN,,Tokyo,Tokyo,1,,,,,1/28/06,1/28/06,,,,,,,,,
/company/torando-labs,Torando Labs,,web,"900,001",operating,USA,NY,New York,New York,1,12/31/07, 2012-01 ,2012-Q1,2012,4/21/09,4/21/09,5/14/09,,,,,,,,
/company/torax-medical,Torax Medical,http://www.toraxmedical.com,medical,"75,699,997",operating,USA,MN,Minneapolis,Shoreview,6,12/31/97, 2002-01 ,2002-Q1,2002,6/27/01,12/26/09,,,,,,,,,
/company/torbit,Torbit,http://torbit.com,network_hosting,"584,988",acquired,USA,CA,California - Other,,1,10/31/06, 2010-11 ,2010-Q4,2010,9/5/07,9/5/07,7/23/09,,,,,,,,
/company/torch-group,Torch Group,,biotech,"5,400,000",operating,USA,IL,Chicago,Oak Park,1,12/31/05, 2010-01 ,2010-Q1,2010,9/15/07,9/15/07,,,,,,,,,
/company/torch-technologies,Torch Technologies,http://torchtechnologies.com,,"15,163,875",operating,USA,AL,Huntsville,Huntsville,2,,,,,12/30/07,2/8/08,,,,,,,,,
/company/torch,TORCH.sh,http://www.torch.sh,enterprise,,operating,DEU,,Hamburg,Hamburg,1,11/8/08, 2012-11 ,2012-Q4,2012,11/24/09,11/24/09,6/17/09,,,,,,,,
/company/torex-retail-canada,Torex Retail Canada,http://www.openfieldsolutions.com,software,"60,000",closed,CAN,,Mississauga,Mississauga,1,12/31/78, 1983-01 ,1983-Q1,1983,1/25/01,1/25/01,,,,,,,,,
/company/toria,TORIA,http://www.allmacedoniahotels.com,web,,closed,MKD,,Skopje,Skopje,1,3/17/03, 2007-03 ,2007-Q1,2007,3/4/04,3/4/04,,,,,,,,,
/company/tornado-medical-systems,Tornado Medical Systems,http://tornado-spectral.com,biotech,"14,743,453",operating,CAN,,Toronto,Toronto,3,12/31/05, 2010-01 ,2010-Q1,2010,11/8/06,3/12/09,,,,,,,,,
/company/torneo-de-ideas,Torneo de Ideas,http://torneodeideas.com,public_relations,"50,000",operating,MEX,,Mexico City,Mexico City,1,7/19/08, 2012-07 ,2012-Q3,2012,7/31/08,7/31/08,6/30/08,,,,,,,,
/company/toro,Toro Development,http://www.toro-intl.com,mobile,"1,472,100",operating,HKG,,Hong Kong - Other,,1,2/28/03, 2007-03 ,2007-Q1,2007,12/31/03,12/31/03,1/3/09,,,,,,,,
/company/toroleo,Toroleo,http://www.toroleo.de,automotive,,operating,DEU,,Berlin,Berlin,2,5/23/08, 2012-05 ,2012-Q2,2012,5/31/08,8/21/09,4/30/08,,,,,,,,
/company/torqeedo,Torqeedo,http://www.torqeedo.com,manufacturing,"14,192,160",operating,DEU,,Starnberg,Starnberg,2,1/31/01, 2005-02 ,2005-Q1,2005,1/10/06,3/18/08,,,,,,,,,
/company/torque-medical-holdings,Torque Medical Holdings,,medical,"4,665,000",operating,USA,NY,New York,New York,1,12/31/05, 2010-01 ,2010-Q1,2010,12/15/06,12/15/06,,,,,,,,,
/company/torrecom-partners,Torrecom Partners,http://torrecom.com,,"10,000,000",operating,USA,CT,Hartford,HARTFORD,1,12/31/05, 2010-01 ,2010-Q1,2010,12/6/06,12/6/06,12/31/07,,,,,,,,
/company/torrent-technologies,Torrent Technologies,http://www.torrentcorp.com,enterprise,"8,310,420",operating,USA,WA,Seattle,Seattle,2,,,,,1/6/06,10/20/06,10/13/06,,,,,,,,
/company/torsion-mobile,Torsion Mobile,http://torsionmobile.com,mobile,"300,000",operating,USA,IA,Des Moines,Des Moines,2,1/31/07, 2011-02 ,2011-Q1,2011,1/31/07,7/20/07,2/19/09,,,,,,,,
/company/tosa-tests-on-software-applications,TOSA (Tests On Software Applications),http://www.isograd.com,software,"2,000,000",operating,FRA,,Paris,Paris,3,9/30/06, 2010-10 ,2010-Q4,2010,9/30/06,2/28/09,9/30/06,,,,,,,,
/company/tosk,Tosk,http://www.tosk.com,biotech,"1,651,590",operating,USA,CA,SF Bay,Mountain View,1,12/31/93, 1998-01 ,1998-Q1,1998,2/28/09,2/28/09,,,,,,,,,
/company/total-attorneys,Total Attorneys,http://www.totalattorneys.com,enterprise,"15,000,000",operating,USA,IL,Chicago,Chicago,1,12/31/97, 2002-01 ,2002-Q1,2002,5/1/08,5/1/08,7/31/09,,,,,,,,
/company/total-beauty-media,Total Beauty Media,http://totalbeauty.com,news,"16,000,000",operating,USA,CA,Los Angeles,Santa Monica,3,2/5/03, 2007-02 ,2007-Q1,2007,2/28/03,12/19/04,7/31/07,,,,,,,,
/company/total-boox,Total Boox,http://www.totalboox.com,,"500,000",operating,ISR,,Tel Aviv,Tel Aviv,1,,,,,12/31/08,12/31/08,,,,,,,,,
/company/total-communicator-solutions,Total Communicator Solutions,http://mobicontext.com,mobile,"250,000",operating,USA,CA,Los Angeles,LOS ANGELES,1,12/31/07, 2012-01 ,2012-Q1,2012,9/27/08,9/27/08,,,,,,,,,
/company/total-eclipse,Total Eclipse,http://www.totaleclipsegames.com,games_video,"553,238",operating,GRC,,Thessaloniki,Thessaloniki,1,12/31/99, 2004-01 ,2004-Q1,2004,9/23/09,9/23/09,5/31/05,,,,,,,,
/company/total-immersion,Total Immersion,http://www.t-immersion.com,software,"11,220,000",operating,FRA,,Paris,Suresnes,2,12/31/94, 1999-01 ,1999-Q1,1999,5/10/02,3/23/07,3/3/08,,,,,,,,
/company/total-nutraceutical-solutions,Total Nutraceutical Solutions,http://totalnutraceutical.com,biotech,"617,000",operating,USA,OR,Portland,Sherwood,2,,,,,6/14/05,7/28/07,,,,,,,,,
/company/total-prestige,Total Prestige,http://www.totalprestige.com,news,"1,000,000",operating,,,unknown,,1,12/31/88, 1993-01 ,1993-Q1,1993,12/1/04,12/1/04,,,,,,,,,
/company/sky-trax,Total-trax,http://totaltraxinc.com,software,"3,000,000",operating,USA,DE,TBD,New port,1,,,,,1/4/06,1/4/06,,,,,,,,,
/company/totally-interactive-weather,Totally Interactive Weather,http://totallyinteractiveweather.com,news,"300,000",operating,USA,MN,Minnesota - Other,,1,12/31/02, 2007-01 ,2007-Q1,2007,7/19/07,7/19/07,,,,,,,,,
/company/totaltakeout,TotalTakeout,http://www.totaltakeout.com,web,"150,000",operating,USA,PA,Allentown,Allentown,1,,,,,9/30/03,9/30/03,,,,,,,,,
/company/totango,Totango,http://www.totango.com,analytics,"19,300,000",operating,USA,CA,SF Bay,Palo Alto,3,4/30/06, 2010-05 ,2010-Q2,2010,12/31/05,2/4/10,2/4/10,,,,,,,,
/company/toto-communications,Toto Communications,http://totowireless.com,mobile,"150,000",operating,USA,MD,Washington DC,Bethesda,1,12/31/03, 2008-01 ,2008-Q1,2008,5/18/06,5/18/06,,,,,,,,,
/company/totsy,Totsy,http://www.totsy.com,ecommerce,"29,500,000",operating,USA,NY,New York,New York,3,6/1/05, 2009-06 ,2009-Q2,2009,11/29/06,7/16/08,7/16/08,,,,,,,,
/company/totus-power,Totus Power,http://totuspower.com,cleantech,"40,000",operating,USA,CA,SF Bay,San Francisco,1,12/31/08, 2013-01 ,2013-Q1,2013,8/21/09,8/21/09,,,,,,,,,
/company/totus-solutions,TOTUS Solutions,http://totus-solutions.com,hardware,"16,840,091",operating,USA,TX,Dallas,Carrollton,2,12/31/04, 2009-01 ,2009-Q1,2009,8/1/08,10/13/09,12/31/08,,,,,,,,
/company/toucan-global,Toucan Global,http://www.toucanglobal.com,mobile,"1,600,000",closed,,,unknown,,1,,,,,2/8/06,2/8/06,,,,,,,,,
/company/touch-bionics,Touch Bionics,http://www.touchbionics.com,biotech,"5,172,900",operating,GBR,,Livingston,Livingston,2,,,,,1/29/06,10/7/07,,,,,,,,,
/company/touch-payments,Touch Payments,http://www.touchpayments.com.au,,,operating,AUS,,Sydney,Surry Hills,1,,,,,11/30/09,11/30/09,12/31/09,,,,,,,,
/company/touch-writer,Touch-Writer,http://www.touch-writer.com,mobile,,operating,CAN,,Toronto,Toronto,1,12/31/06, 2011-01 ,2011-Q1,2011,12/31/06,12/31/06,12/31/06,,,,,,,,
/company/touchbase,Touchbase,,other,"4,999,672",operating,USA,CA,SF Bay,LOS ALTOS,1,12/31/08, 2013-01 ,2013-Q1,2013,7/2/09,7/2/09,,,,,,,,,
/company/touchbase-technologies,TouchBase Technologies,http://touchbase-technologies.com,software,,operating,USA,NY,New York,New York,1,,,,,5/9/09,5/9/09,,,,,,,,,
/company/touchbistro,TouchBistro,http://touchbistro.com,software,"5,492,628",operating,USA,NY,New York,New York,2,12/31/06, 2011-01 ,2011-Q1,2011,11/13/09,3/25/10,,,,,,,,,
/company/touchdown-technologies,Touchdown Technologies,http://www.tdtech.com,semiconductor,"13,150,000",acquired,USA,CA,Los Angeles,Baldwin Park,1,12/31/98, 2003-01 ,2003-Q1,2003,12/1/01,12/1/01,,,,,,,,,
/company/touchframe,TouchFrame,http://www.touchframe.tv,,,operating,,,unknown,,1,,,,,1/15/09,1/15/09,,,,,,,,,
/company/touchlocal,TouchLocal,http://www.touchlocal.com,social,,operating,GBR,,London,London,2,12/31/99, 2004-01 ,2004-Q1,2004,12/31/99,10/31/02,,,,,,,,,
/company/touchmail,TouchMail,http://www.touchmail.co,software,"41,000",operating,USA,WA,Seattle,Seattle,1,12/31/07, 2012-01 ,2012-Q1,2012,9/22/09,9/22/09,9/30/08,,,,,,,,
/company/touchmedia,Touchmedia,http://www.touchmedia.cn,advertising,"32,472,800",operating,CHN,,Shanghai,Shanghai,3,12/31/98, 2003-01 ,2003-Q1,2003,7/31/02,1/31/08,,,,,,,,,
/company/touchofmodern,TouchOfModern,http://www.touchofmodern.com,ecommerce,"3,000,000",operating,USA,CA,SF Bay,San Francisco,1,4/30/08, 2012-05 ,2012-Q2,2012,7/10/09,7/10/09,,,,,,,,,
/company/touchofmodern-2,TouchOfModern.com,http://www.touchofmodern.com,web,,operating,USA,CA,SF Bay,San Francisco,1,12/31/05, 2010-01 ,2010-Q1,2010,6/30/06,6/30/06,10/25/07,,,,,,,,
/company/touchone-technology,TouchOne Technology,http://www.touchonetechnology.com,search,,operating,AUS,,unknown,Wiley Park,1,12/31/05, 2010-01 ,2010-Q1,2010,1/2/06,1/2/06,12/31/05,,,,,,,,
/company/touchotel,Touchotel,http://www.touchotel.com,travel,,operating,ITA,,Rome,Rome,1,,,,,4/25/08,4/25/08,,,,,,,,,
/company/touchpal,TouchPal,http://www.touchpal.com/en/index.html,software,"5,000,000",operating,CHN,,Beijing,Beijing,2,12/31/03, 2008-01 ,2008-Q1,2008,5/31/06,12/31/06,,,,,,,,,
/company/touchring-tr,"Touchring Co., Ltd.",http://www.touchring.com,enterprise,"2,000,000",closed,KOR,,Seoul,Seoul,1,5/4/03, 2007-05 ,2007-Q2,2007,12/31/04,12/31/04,3/31/07,,,,,,,,
/company/touchstone-health,Touchstone Health,http://www.touchstoneh.com,other,"27,500,000",closed,USA,NY,New York,New York,1,,,,,10/19/06,10/19/06,,,,,,,,,
